company,condition,street,type,code,code_name,total_cnt,amt,new_cnt,loss_cnt
삼성전자(주),1,경기도 수원시 영통구 매탄동,1,323001,비디오 및 기타 영상 기기 제조업,103250,44041891900,1329,440
현대자동차(주),1,서울특별시 서초구 양재동,1,341001,화물 자동차 및 특수 목적용 자동차 제조업,67846,28633518000,253,241
엘지전자(주),1,서울특별시 영등포구 여의도동,1,293001,주방용 전기 기기 제조업,40201,16477762420,157,217
에스케이하이닉스 주식회사,1,경기도 이천시 부발읍,1,300100,컴퓨터 제조업,27828,11574140540,136,126
(주)이마트,1,서울특별시 성동구 성수동2가,1,521911,기타 대형 종합 소매업,27414,6386628020,523,324
엘지디스플레이(주),1,서울특별시 영등포구 여의도동,1,321000,기타 반도체 소자 제조업,26825,11336706000,180,99
삼성디스플레이(주),1,경기도 용인시 기흥구 농서동,1,323001,비디오 및 기타 영상 기기 제조업,23348,10000116660,113,125
주식회사 케이티,1,경기도 성남시 분당구 정자동,1,642001,무선 및 위성 통신업,22724,9710283580,49,97
한국전력공사,1,전라남도 나주시 빛가람동,1,401000,태양력 발전업,22537,8918895080,43,96
홈플러스(주),1,서울특별시 강서구 등촌동,1,522071,기타 음ㆍ식료품 위주 종합 소매업,21686,4657510960,117,199
(주)엘지화학,1,서울특별시 영등포구 여의도동,1,241302,합성수지 및 기타 플라스틱 물질 제조업,20532,8511804780,13,42
대한항공(주),1,서울특별시 강서구 공항동,1,621000,항공 여객 운송업,18142,7448366920,96,579
(주)포스코,1,경상북도 포항시 남구 괴동동,1,271101,제철업,17417,7387857560,45,80
한국철도공사,1,대전광역시 동구 소제동,1,601000,도시철도 운송업,17195,5870655620,82,38
국민은행(주),1,서울특별시 영등포구 여의도동,1,659900,기타 금융 투자업,16935,6935039420,77,125
농협은행주식회사,1,서울특별시 중구 충정로1가,1,659201,국내은행,16743,6452041440,169,135
서울교통공사,1,서울특별시 성동구 용답동,1,601000,도시철도 운송업,16453,6548110840,61,71
스타벅스커피코리아(주),1,서울특별시 중구 소공동,1,512273,커피 및 차류 도매업,15954,2525880300,236,377
국민건강보험공단,1,강원도 원주시 반곡동,1,672000,보험 대리 및 중개업,15268,5479489440,48,106
(주)우리은행,1,서울특별시 중구 회현동1가,1,659201,국내은행,14258,5766149920,66,60
(주)신한은행,1,서울특별시 중구 태평로2가,1,659201,국내은행,13547,5478181140,221,68
현대중공업주식회사,1,울산광역시 동구 전하동,1,351103,선박 구성 부분품 제조업,13433,5588624640,17,68
롯데쇼핑(주)롯데마트사업본부,1,서울특별시 송파구 신천동,1,521910,백화점,12895,2904010560,60,99
중소기업은행,1,서울특별시 중구 을지로2가,1,659201,국내은행,12522,5058759020,69,86
삼성에스디에스(주),1,서울특별시 송파구 신천동,1,722000,응용 소프트웨어 개발 및 공급업,12520,5419496300,26,28
기아자동차(주)화성공장,1,경기도 화성시 우정읍,1,341001,화물 자동차 및 특수 목적용 자동차 제조업,12454,5422062740,10,15
한국수력원자력(주),1,경상북도 경주시 양북면,1,401000,태양력 발전업,12340,5029026320,50,62
주식회사 하나은행,1,서울특별시 중구 을지로1가,1,659201,국내은행,12214,5062911480,101,120
삼성전기(주),1,경기도 수원시 영통구 매탄동,1,300100,컴퓨터 제조업,11588,4781356080,98,67
삼성SDI(주),1,경기도 용인시 기흥구 공세동,1,321000,기타 반도체 소자 제조업,11082,4454846960,37,211
주식회사 아성다이소,1,서울특별시 강남구 도곡동,1,521100,슈퍼마켓,11052,1887986500,165,432
(주)삼구아이앤씨,1,서울특별시 중구 수표동,1,749300,건축물 일반 청소업,10412,2536176340,399,421
주식회사 유베이스,1,서울특별시 용산구 용산동5가,1,749939,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,10186,1739651200,973,647
(주)엘지유플러스,1,서울특별시 용산구 한강로3가,1,642001,무선 및 위성 통신업,10181,3861239020,34,78
현대모비스(주),1,서울특별시 강남구 역삼동,1,341001,화물 자동차 및 특수 목적용 자동차 제조업,10119,4296733040,42,40
삼성중공업(주)거제조선소,1,경상남도 거제시 장평동,1,351103,선박 구성 부분품 제조업,9396,3962453120,19,29
한국토지주택공사,1,경상남도 진주시 충무공동,1,451102,주거용 건물 건설업,9114,3221738520,27,38
대우조선해양(주),1,경상남도 거제시 아주동,1,351101,강선 건조업,9006,3767329280,37,40
한국지엠주식회사,1,인천광역시 부평구 청천동,1,341001,화물 자동차 및 특수 목적용 자동차 제조업,8846,3857398560,3,9
(주)에스텍시스템,1,서울특별시 강남구 개포동,1,749200,경비 및 경호 서비스업,8630,1941520900,478,259
엘지이노텍(주),1,서울특별시 강서구 마곡동,1,321000,기타 반도체 소자 제조업,8549,3247514420,22,281
삼성전자서비스주식회사,1,경기도 수원시 영통구 원천동,1,922102,기타 일반 기계 및 장비 수리업,8496,2534204800,16,14
아시아나항공(주),1,서울특별시 강서구 오쇠동,1,621000,항공 여객 운송업,8325,3085166920,35,724
(주)유니에스,1,서울특별시 강남구 삼성동,1,749100,고용 알선업,8300,1560143240,397,479
서울아산병원,1,서울특별시 송파구 풍납동,1,851101,요양병원,8260,3254662500,69,52
한국도로공사,1,경상북도 김천시 율곡동,1,630909,그 외 기타 분류 안된 운송관련 서비스업,8216,2859683880,28,107
(주)아워홈,1,서울특별시 강남구 역삼동,1,552109,기관 구내식당업,8008,1750501640,177,292
(주)케이티아이에스,1,서울특별시 영등포구 여의도동,1,642001,무선 및 위성 통신업,7818,1618819260,199,170
(주)케이티씨에스,1,대전광역시 서구 괴정동,1,724000,데이터베이스 및 온라인 정보 제공업,7792,1628818080,281,212
한국맥도날드유한회사(A),1,서울특별시 종로구 종로2가,1, ,,7733,711661720,1112,813
씨제이제일제당（주）,1,서울특별시 중구 쌍림동,1,154200,설탕 제조업,7470,2575767400,188,116
(주)GS리테일,1,서울특별시 강남구 역삼동,1,521992,체인화 편의점,7446,1844991540,164,456
(주)트랜스코스모스코리아,1,서울특별시 용산구 원효로1가,1,741300,시장 조사 및 여론 조사업,7367,1271675380,770,330
효성ITX (주),1,서울특별시 영등포구 양평동4가,1,749100,고용 알선업,7339,1348819340,646,448
기아자동차(주)광주공장,1,광주광역시 서구 내방동,1,341001,화물 자동차 및 특수 목적용 자동차 제조업,7221,3132181860,21,67
(주)메타넷엠플랫폼,1,서울특별시 중구 충무로2가,1,724000,데이터베이스 및 온라인 정보 제공업,7108,1188670100,609,351
주식회사에스원,1,서울특별시 중구 순화동,1,319001,운송장비용 조명장치 제조업,6730,2624038840,25,38
케이텍맨파워(주),1,서울특별시 서초구 서초동,1,749100,고용 알선업,6604,1258647700,482,420
현대제철주식회사당진공장,1,충청남도 당진시 송악읍,1,271201,그 외 기타 1차 철강 제조업,6586,2831692500,14,19
삼성서울병원,1,서울특별시 강남구 일원동,1,851101,요양병원,6554,2500266340,170,91
한국수자원공사,1,대전광역시 대덕구 연축동,1,401000,태양력 발전업,6461,2338240060,23,36
한국농어촌공사,1,전라남도 나주시 빛가람동,1,749939,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,6445,2206576660,19,54
(주)파리크라상,1,경기도 성남시 중원구 상대원동,1,154102,과자류 및 코코아 제품 제조업,6409,1868187680,74,131
삼성화재해상보험주식회사,1,서울특별시 서초구 서초동,1,660301,손해보험업,6275,2487893240,91,40
한전KPS(주),1,전라남도 나주시 빛가람동,1,452101,미장  타일 및 방수 공사업,6232,2341478720,14,35
(주)엘지씨엔에스,1,서울특별시 강서구 마곡동,1,722000,응용 소프트웨어 개발 및 공급업,6173,2601167920,41,32
롯데쇼핑(주)롯데슈퍼사업본부,1,서울특별시 송파구 신천동,1,521100,슈퍼마켓,6141,1156194420,71,193
한국도로공사서비스주식회사,1,경기도 성남시 분당구 야탑동,1,630909,그 외 기타 분류 안된 운송관련 서비스업,6020,1449617740,26,32
현대엔지니어링(주),1,서울특별시 종로구 계동,1,742104,기타 엔지니어링 서비스업,5869,2377558120,88,43
(주)제니엘,1,서울특별시 서초구 서초동,1,940907,음료품배달원,5857,1012724220,13,597
국민연금공단,1,전라북도 전주시 덕진구 만성동,1,672000,보험 대리 및 중개업,5847,2177857140,24,31
앰코테크놀로지코리아(주),1,광주광역시 북구 대촌동,1,321000,기타 반도체 소자 제조업,5832,1888657580,19,54
（주）아모레퍼시픽,1,서울특별시 용산구 한강로2가,1,242403,화장품 제조업,5711,2213372660,68,75
씨제이프레시웨이주식회사,1,경기도 용인시 기흥구 하갈동,1,512289,수산물 가공식품 도매업,5692,1298115480,211,222
(주)현대그린푸드,1,경기도 용인시 수지구 동천동,1,521910,백화점,5667,1445386760,86,104
한국마사회,1,경기도 과천시 주암동,1,924200,실내 경기장 운영업,5655,786507740,61,36
롯데쇼핑(주),1,서울특별시 중구 소공동,1,521910,백화점,5596,1856598860,112,179
(주)포스코건설,1,경상북도 포항시 남구 괴동동,1,451200,기타 토목 시설물 건설업,5574,2239677420,132,96
기아자동차(주),1,경기도 광명시 소하동,1,341001,화물 자동차 및 특수 목적용 자동차 제조업,5563,2421437200,12,13
기아자동차(주),1,서울특별시 서초구 양재동,1,341001,화물 자동차 및 특수 목적용 자동차 제조업,5523,2374317580,33,20
(주)이랜드이츠 압구정지점,1,서울특별시 강남구 신사동,1,154104,빵류 제조업,5480,743959740,403,898
지에스건설(주),1,서울특별시 종로구 청진동,1,451101,아파트 건설업,5437,2346582240,29,57
에스케이텔레콤(주),1,서울특별시 중구 을지로2가,1,642001,무선 및 위성 통신업,5426,2308043780,41,24
근로복지공단,1,울산광역시 중구 교동,1,660303,손해보험업,5425,1654176620,41,37
(주)맥서브,1,서울특별시 강남구 대치동,1,702003,비주거용 부동산 관리업,5419,1024846500,296,165
씨제이대한통운(주),1,서울특별시 중구 서소문동,1,630101,항공 및 육상 화물 취급업,5382,1853494600,19,33
두산중공업(주),1,경상남도 창원시  성산구 귀곡동,1,271102,제강업,5368,2258720580,3,42
(주)코스트코코리아,1,경기도 광명시 일직동,1,521911,기타 대형 종합 소매업,5323,1508652020,106,36
삼성생명보험(주),1,서울특별시 서초구 서초동,1,660100,생명보험업,5322,2261140760,12,19
주식회사 피비파트너즈,1,경기도 성남시 중원구 상대원동,1,749101,임시 및 일용 인력 공급업,5195,1283836400,100,93
한국방송공사,1,서울특별시 영등포구 여의도동,1,921302,지상파 방송업,5150,2119524820,87,58
홈앤서비스주식회사,1,서울특별시 중구 남대문로5가,1,452104,배관 및 냉ㆍ난방 공사업,5042,1404751440,21,16
현대건설(주) 임직원,1,서울특별시 종로구 계동,1,451200,기타 토목 시설물 건설업,4885,2099764380,59,18
쌍용자동차(주),1,경기도 평택시 칠괴동,1,341001,화물 자동차 및 특수 목적용 자동차 제조업,4855,2111661080,1,14
한국항공우주산업(주)본점,1,경상남도 사천시 사남면,1,353000,항공기용 부품 제조업,4817,2005250380,11,14
(주)에이디티캡스,1,서울특별시 강남구 삼성동,1,749200,경비 및 경호 서비스업,4754,1550573460,47,51
삼성엔지니어링(주),1,서울특별시 강동구 상일동,1,451300,산업 생산시설 종합 건설업,4689,2006355900,46,29
(주)맨파워코리아,1,서울특별시 강남구 삼성동,1,930919,애완 동물 장묘 및 보호 서비스업,4614,877177040,224,327
코웨이(주),1,충청남도 공주시 유구읍,1,293009,제조 / 기타가정용기기,4597,1610653700,60,53
디비손해보험 주식회사,1,서울특별시 강남구 대치동,1,660303,손해보험업,4592,1660691300,86,30
삼성물산(주)건설부문 정규직,1,서울특별시 강동구 상일동,1,999999,BIZ_NO미존재사업장,4548,1979287440,6,10
SK건설(주),1,서울특별시 종로구 관훈동,1,451200,기타 토목 시설물 건설업,4534,1861625540,30,69
(주)엘지생활건강,1,서울특별시 종로구 신문로2가,1,242403,화장품 제조업,4499,1710444100,10,25
한전엠씨에스 주식회사,1,전라남도 나주시 빛가람동,1,940909,기타자영업,4474,1542482300,9,19
대림산업(주)본사임직원,1,서울특별시 종로구 수송동,1,451200,기타 토목 시설물 건설업,4418,1858670720,36,26
주식회사 발렉스서비스,1,서울특별시 영등포구 여의도동,1,999999,BIZ_NO미존재사업장,4385,944654340,322,184
삼성웰스토리(주)FS,1,경기도 성남시 분당구 구미동,1,512289,수산물 가공식품 도매업,4363,933952080,98,56
주식회사만도,1,경기도 평택시 포승읍,1,999999,BIZ_NO미존재사업장,4280,1821317600,38,226
삼성전자판매 주식회사,1,경기도 성남시 분당구 서현동,1,523321,가전제품 소매업,4279,1592047040,59,29
부산교통공사,1,부산광역시 부산진구 범천동,1,601000,도시철도 운송업,4222,1695100040,9,19
롯데칠성음료(주),1,서울특별시 서초구 서초동,1,155401,기타 비알코올 음료 제조업,4217,1442091540,20,32
(주)대우건설 본사,1,서울특별시 중구 을지로4가,1,451101,아파트 건설업,4210,1800297280,32,26
대상주식회사,1,서울특별시 동대문구 신설동,1,153103,곡물 제분업,4209,1388442280,23,43
한국가스공사,1,대구광역시 동구 신서동,1,402001,연료용 가스 제조 및 배관공급업,4180,1701041240,4,6
르노삼성자동차(주),1,부산광역시 강서구 신호동,1,341001,화물 자동차 및 특수 목적용 자동차 제조업,4169,1736637300,14,34
(주)신세계푸드,1,서울특별시 성동구 성수동2가,1,552109,기관 구내식당업,4169,1078829600,168,128
(주)하이프라자,1,서울특별시 금천구 가산동,1,513221,가전제품 및 부품 도매업,4164,1541809700,10,55
현대해상화재보험(주),1,서울특별시 종로구 세종로,1,660303,손해보험업,4162,1641153860,26,12
(주)농협파트너스,1,서울특별시 강동구 성내동,1,702003,비주거용 부동산 관리업,4147,732844200,193,156
(주)프로에스콤,1,서울특별시 강남구 역삼동,1,749300,건축물 일반 청소업,4088,843929680,174,109
미래에셋대우 주식회사,1,서울특별시 중구 수하동,1,671202,증권 중개업,4087,1701925900,39,20
(주)케이티앤지,1,대전광역시 대덕구 평촌동,1,160000,담배제품 제조업,4069,1656491780,43,48
(주)한국스탠다드차타드은행,1,서울특별시 종로구 공평동,1,659201,국내은행,4052,1582011580,22,18
엔씨소프트(주),1,서울특별시 강남구 삼성동,1,722000,응용 소프트웨어 개발 및 공급업,3995,1580308340,101,42
한화생명보험(주),1,서울특별시 영등포구 여의도동,1,701201,비주거용 건물 임대업(점포  자기땅),3991,1678188520,13,16
교보생명보험주식회사,1,서울특별시 종로구 종로1가,1,660100,생명보험업,3969,1580616400,19,18
에프알엘코리아(주),1,서울특별시 송파구 신천동,1,513121,남녀용 겉옷 및 셔츠 도매업,3964,732035420,115,275
(주)케이에스한국고용정보,1,서울특별시 성동구 성수동2가,1,749938,콜센터 및 텔레마케팅 서비스업,3960,682416240,377,263
씨제이올리브영주식회사-비정규,1,서울특별시 용산구 동자동,1,513320,화장품 및 화장용품 도매업,3925,369913820,743,716
롯데하이마트(주),1,서울특별시 강남구 대치동,1,523321,가전제품 소매업,3902,1282597140,31,34
현대트랜시스주식회사,1,충청남도 서산시 성연면,1,343000,그 외 자동차용 신품 부품 제조업,3899,1632974920,10,22
주식회사비케이알(버거킹),1,서울특별시 종로구 수송동,1,552107,치킨 전문점,3825,366083600,815,601
SK(주),1,경기도 성남시 분당구 정자동,1,999999,BIZ_NO미존재사업장,3810,1572490320,27,17
주한미군사령부서울충당,1,경기도 평택시 팽성읍,1,999999,BIZ_NO미존재사업장,3658,1422180760,7,18
(주)이랜드리테일,1,서울특별시 서초구 잠원동,1,521910,백화점,3591,990592540,55,70
건강보험심사평가원,1,강원도 원주시 반곡동,1,749939,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,3581,1249665660,27,27
네이버 주식회사,1,경기도 성남시 분당구 정자동,1,724000,데이터베이스 및 온라인 정보 제공업,3569,1459942080,102,81
현대삼호중공업(주),1,전라남도 영암군 삼호읍,1,351101,강선 건조업,3566,1532542420,11,14
(주)강원랜드,1,강원도 정선군 사북읍,1,924906,복권 발행 및 판매업,3531,1367417180,27,16
서울시설공단,1,서울특별시 성동구 마장동,1,701400,기타 부동산 임대업,3447,1017493960,135,24
(주)아이비에스인더스트리,1,서울특별시 강남구 역삼동,1,749300,건축물 일반 청소업,3425,694847360,294,171
삼정회계법인,1,서울특별시 강남구 역삼동,1,741202,공인회계사업,3413,1312001580,50,72
롯데건설(주),1,서울특별시 서초구 잠원동,1,451101,아파트 건설업,3412,1413778140,58,42
(주)두잉씨앤에스,1,경기도 성남시 분당구 삼평동,1,749300,건축물 일반 청소업,3394,688108440,172,230
서비스에이스주식회사,1,서울특별시 영등포구 문래동3가,1,999999,BIZ_NO미존재사업장,3362,884576480,65,46
한국산업은행,1,서울특별시 영등포구 여의도동,1,659201,국내은행,3360,1376128820,1,87
서비스탑주식회사,1,대전광역시 서구 탄방동,1,999999,BIZ_NO미존재사업장,3319,848898140,63,94
GS칼텍스주식회사,1,서울특별시 강남구 역삼동,1,232100,원유 정제처리업,3295,1369319760,41,12
주식회사대구은행,1,대구광역시 수성구 수성동2가,1,659201,국내은행,3294,1345845440,27,29
(주) 케이비손해보험,1,서울특별시 강남구 역삼동,1,672000,보험 대리 및 중개업,3290,1281772060,28,29
삼일회계법인,1,서울특별시 용산구 한강로2가,1,741202,공인회계사업,3290,1279656160,20,39
현대로템 주식회사,1,경상남도 창원시  의창구 대원동,1,352000,철도 차량 부품 및 관련 장치물 제조업,3253,1379084200,3,34
(주)한국씨티은행,1,서울특별시 종로구 신문로2가,1,940911,기타모집수당 채권회수수당,3247,1387102840,4,10
에쓰-오일(주),1,서울특별시 마포구 공덕동,1,232100,원유 정제처리업,3243,1405059920,1,9
(주)엘지하우시스,1,서울특별시 중구 남대문로5가,1,252301,설치용 및 위생용 플라스틱제품 제조업,3237,1333931580,24,15
한화손해보험주식회사,1,서울특별시 영등포구 여의도동,1,660302,손해보험업,3217,1214805920,12,26
국방과학연구소,1,대전광역시 유성구 수남동,1,999999,BIZ_NO미존재사업장,3205,1325720320,11,9
(주)윌앤비전,1,서울특별시 영등포구 당산동4가,1,749100,고용 알선업,3201,545237340,235,228
롯데제과(주),1,서울특별시 영등포구 양평동5가,1,154102,과자류 및 코코아 제품 제조업,3181,1008534400,27,45
(주)한국코퍼레이션,1,서울특별시 중구 남대문로5가,1,722000,응용 소프트웨어 개발 및 공급업,3178,536758720,252,181
지엠테크니컬센터코리아주식회사,1,인천광역시 부평구 청천동,1,730000,기타 인문 및 사회과학 연구개발업,3177,1313620620,3,3
주식회사 삼구에프에스,1,서울특별시 구로구 구로동,1,749100,고용 알선업,3162,608214440,196,232
삼성웰스토리（주）,1,경기도 성남시 분당구 구미동,1,512289,수산물 가공식품 도매업,3153,1017473860,20,35
(주)부산은행,1,부산광역시 남구 문현동,1,659201,국내은행,3148,1299415400,15,51
한국환경공단,1,인천광역시 서구 경서동,1, ,,3144,993172920,49,25
한국전기안전공사,1,전라북도 완주군 이서면,1,742104,기타 엔지니어링 서비스업,3057,1069722760,4,13
(주)맨파워그룹코리아,1,서울특별시 강남구 삼성동,1,999999,BIZ_NO미존재사업장,3041,595137320,328,446
현대위아(주),1,경상남도 창원시  성산구 가음정동,1,343000,그 외 자동차용 신품 부품 제조업,3035,1306370740,5,12
롯데지알에스(주),1,서울특별시 용산구 갈월동,1,552107,치킨 전문점,3025,671333780,128,281
에스케이실트론주식회사,1,경상북도 구미시 임수동,1,321000,기타 반도체 소자 제조업,3014,1255564260,8,21
(주)서원유통,1,부산광역시 북구 덕천동,1,521100,슈퍼마켓,3003,583160440,68,25
(주)세스코,1,서울특별시 강동구 상일동,1,749300,건축물 일반 청소업,2993,827759200,71,56
(주)현대미포조선,1,울산광역시 동구 방어동,1,351101,강선 건조업,2991,1276063480,4,4
씨제이올리브영주식회사,1,서울특별시 용산구 동자동,1,513320,화장품 및 화장용품 도매업,2991,787440040,7,33
（주）현대캐터링시스템,1,경기도 성남시 분당구 삼평동,1,999999,BIZ_NO미존재사업장,2989,598255080,99,88
하이트 진로 (주),1,서울특별시 강남구 청담동,1,155102,소주 제조업,2957,1261991160,21,21
엔에이치투자증권(주),1,서울특별시 영등포구 여의도동,1,671202,증권 중개업,2942,1245952840,33,23
(주)이마트에브리데이,1,서울특별시 성동구 성수동2가,1,521100,슈퍼마켓,2929,625336420,45,33
(주)넥슨코리아,1,경기도 성남시 분당구 삼평동,1,722000,응용 소프트웨어 개발 및 공급업,2907,1131050020,33,31
(주)제주항공,1,제주특별자치도 제주시 연동,1,621000,항공 여객 운송업,2895,862975300,12,19
오뚜기(주),1,경기도 안양시 동안구 평촌동,1,153101,기타 곡물 가공품 제조업,2889,808313600,7,21
한국공항(주),1,서울특별시 강서구 방화동,1,630500,기타 항공 운송지원 서비스업,2888,1114078060,2,15
신용보증기금,1,대구광역시 동구 신서동,1,659900,기타 금융 투자업,2874,1099468680,198,14
대구도시철도공사,1,대구광역시 달서구 상인동,1,601000,도시철도 운송업,2856,1059110140,8,5
메리츠화재해상보험(주),1,서울특별시 강남구 역삼동,1,660301,손해보험업,2849,944489120,31,42
기아자동차(주)영업본부,1,서울특별시 서초구 양재동,1,341001,화물 자동차 및 특수 목적용 자동차 제조업,2824,1234998900,0,3
한전케이디엔(주),1,전라남도 나주시 빛가람동,1,452104,배관 및 냉ㆍ난방 공사업,2819,937518700,175,68
(유)아웃백스테이크하우스코리아,1,서울특별시 강남구 삼성동,1,512221,기타 산업용 농산물 도매업,2814,435858700,213,231
농업협동조합중앙회,1,서울특별시 중구 충정로1가,1,659201,국내은행,2812,1114443560,26,14
두산인프라코어(주),1,인천광역시 동구 화수동,1,292400,건설 및 채광용 기계장비 제조업,2803,1186606200,8,10
KB증권(주),1,서울특별시 영등포구 여의도동,1,671202,증권 중개업,2784,1156222080,36,20
인천공항시설관리 주식회사,1,인천광역시 중구 운서동,1,749300,건축물 일반 청소업,2784,855338220,243,7
롯데정보통신(주),1,서울특별시 금천구 가산동,1,722000,응용 소프트웨어 개발 및 공급업,2782,1023682160,22,23
SK에너지주식회사,1,서울특별시 종로구 서린동,1,232100,원유 정제처리업,2781,1154656020,5,8
길의료재단(의),1,인천광역시 남동구 구월동,1,851101,요양병원,2738,939754180,160,51
현대엘리베이터(주),1,경기도 이천시 부발읍,1,291502,기타 물품 취급장비 제조업,2737,1018760100,40,17
(주)농심,1,서울특별시 동작구 신대방동,1,154400,면류  마카로니 및 유사 식품 제조업,2696,888235000,34,17
(주)케이씨씨,1,서울특별시 서초구 서초동,1,242204,일반용 도료 및 관련제품 제조업,2696,1049698860,25,18
삼성바이오로직스(주),1,인천광역시 연수구 송도동,1,999999,BIZ_NO미존재사업장,2693,1061069380,12,12
（주）농협하나로유통,1,서울특별시 마포구 노고산동,1,999999,BIZ_NO미존재사업장,2677,642909200,66,63
한국투자증권(주),1,서울특별시 영등포구 여의도동,1,671900,그 외 기타 금융 지원 서비스업,2675,1078594280,17,22
주식회사 에스에스지닷컴,1,서울특별시 중구 회현동1가,1,525101,전자상거래 소매업,2670,613703980,198,104
신세계(주),1,서울특별시 중구 충무로1가,1,521910,백화점,2648,874980280,39,27
주식회사 카카오,1,제주특별자치도 제주시 영평동,1,724000,데이터베이스 및 온라인 정보 제공업,2626,960553020,52,43
에이치디씨아이서비스 주식회사,1,서울특별시 강남구 삼성동,1,749300,건축물 일반 청소업,2610,545520400,147,110
한국중부발전(주),1,충청남도 보령시 대천동,1,401000,태양력 발전업,2607,1039671700,11,21
의료법인 삼성의료재단,1,서울특별시 종로구 평동,1,851101,요양병원,2602,934773620,71,69
국립암센터,1,경기도 고양시 일산동구 마두동,1,851101,요양병원,2585,734034860,149,50
(주)비지에프리테일,1,서울특별시 강남구 삼성동,1,519910,상품 종합 도매업,2577,777955560,121,95
(주)지에스네트웍스,1,경기도 용인시 처인구 포곡읍,1,749921,그 외 기타 분류 안된 사업 지원 서비스업,2572,472778800,173,118
(주)호텔신라,1,서울특별시 중구 장충동2가,1,551001,호텔업,2557,832766960,24,20
(주)캡스텍,1,서울특별시 강남구 삼성동,1,749200,경비 및 경호 서비스업,2548,526263440,131,102
신한카드(주),1,서울특별시 중구 을지로2가,1,659900,기타 금융 투자업,2523,1066038160,17,6
현대백화점(주),1,서울특별시 강남구 대치동,1,519910,상품 종합 도매업,2514,792578360,56,53
삼성증권(주),1,서울특별시 서초구 서초동,1,671900,그 외 기타 금융 지원 서비스업,2513,1033802540,28,10
현대씨앤알(주),1,서울특별시 송파구 신천동,1,749609,그 외 기타 분류 안된 사업 지원 서비스업,2510,548441860,105,61
（주）씨제이이엔엠(이앤엠 부문),1,서울특별시 서초구 방배동,1,921304,방송 프로그램 제작업,2502,957332960,23,18
미성엠프로 주식회사,1,서울특별시 영등포구 당산동3가,1,702003,비주거용 부동산 관리업,2500,512426500,99,150
코닝정밀소재(주),1,충청남도 아산시 탕정면,1,261002,가정용 유리제품 제조업,2499,1077796140,9,16
한국은행,1,서울특별시 중구 남대문로3가,1,659201,국내은행,2495,982454620,40,28
(주)경남은행,1,경상남도 창원시  마산회원구 석전동,1,999999,BIZ_NO미존재사업장,2494,1004884420,8,7
한국남부발전(주),1,부산광역시 남구 문현동,1,401000,태양력 발전업,2489,975070540,8,8
중앙경찰학교(신임),1,충청북도 충주시 수안보면,1,701201,비주거용 건물 임대업(점포  자기땅),2471,290594120,0,614
주택관리공단(주),1,경상남도 진주시 충무공동,1,702003,비주거용 부동산 관리업,2451,667524940,54,15
(주)이랜드월드,1,서울특별시 금천구 가산동,1,703021,비주거용 건물 개발 및 공급업,2451,565753480,70,95
한국공항공사,1,서울특별시 강서구 과해동,1,630500,기타 항공 운송지원 서비스업,2440,889416980,5,14
한국서부발전(주),1,충청남도 태안군 태안읍,1,401000,태양력 발전업,2440,990532660,3,10
(주)윈피앤에스,1,서울특별시 성동구 성수동2가,1,222102,스크린 인쇄업,2439,468232060,75,45
한국남동발전(주),1,경상남도 진주시 충무공동,1,401000,태양력 발전업,2439,990793600,26,12
주식회사휴먼티에스에스,1,경기도 수원시 권선구 권선동,1,749200,경비 및 경호 서비스업,2439,712411100,83,42
대교(주),1,서울특별시 관악구 봉천동,1,221900,기타 인쇄물 출판업,2428,743981600,13,17
주식회사 지수아이앤씨,1,서울특별시 마포구 공덕동,1,749300,건축물 일반 청소업,2418,574794040,55,31
한국동서발전(주),1,울산광역시 중구 북정동,1,401000,태양력 발전업,2416,1001417820,15,11
부루벨코리아(주),1,서울특별시 강남구 신사동,1,519113,상품 종합 도매업,2413,561786580,31,81
신한금융투자(주),1,서울특별시 영등포구 여의도동,1,671202,증권 중개업,2387,982599260,40,14
(주)심텍,1,충청북도 청주시 흥덕구 송정동,1,999999,BIZ_NO미존재사업장,2371,812626960,13,35
(주) 케이티엠앤에스,1,경기도 과천시 중앙동,1,515060,통신ㆍ방송장비 및 부품 도매업,2370,599588900,103,78
주식회사 대덕,1,경기도 안산시 단원구 목내동,1,659900,기타 금융 투자업,2365,889404640,95,2356
현대캐피탈(주),1,서울특별시 영등포구 여의도동,1,940908,서적외판원 학습지방문판매원 화장품외판원 정수기 자,2355,817074160,40,101
한국타이어앤테크놀로지(주),1,서울특별시 강남구 역삼동,1,251101,타이어 및 튜브 제조업,2351,963858300,5,6
매그나칩반도체유한회사,1,충청북도 청주시 흥덕구 향정동,1,321000,기타 반도체 소자 제조업,2340,946818140,13,15
한미약품（주）,1,경기도 화성시 팔탄면,1,242301,완제 의약품 제조업,2337,911772780,21,16
국민건강보험공단일산병원,1,경기도 고양시 일산동구 백석동,1,851101,요양병원,2331,697160240,155,29
동우화인켐(주)평택공장,1,경기도 평택시 포승읍,1,242202,인쇄 잉크 및 회화용 물감 제조업,2329,912194020,11,9
에스케이오앤에스 주식회사,1,서울특별시 영등포구 양평동4가,1,999999,BIZ_NO미존재사업장,2317,807311260,3,10
유한회사스태츠칩팩코리아,1,인천광역시 중구 운서동,1,321000,기타 반도체 소자 제조업,2314,687868540,68,49
