company,condition,street,type,code,code_name,total_cnt,amt,new_cnt,loss_cnt
국립중앙의료원,1,서울특별시 중구 을지로6가,1,851101,요양병원,1378,455722580,35,20
주식회사디에이치엘코리아,1,서울특별시 마포구 염리동,1,630902,통관 대리 및 관련서비스업 / 화물 운송 중개  대리,1374,460317820,18,10
현대오일뱅크(주),1,충청남도 서산시 대산읍,1,232100,원유 정제처리업,1373,583362400,89,3
(주)태영건설,1,경기도 고양시 일산동구 장항동,1,451101,아파트 건설업,1371,554040680,24,18
삼성물산(주)에버랜드리조트(정규),1,경기도 용인시 처인구 포곡읍,1,921901,공연시설 운영업,1371,535520920,13,10
제일기획(주),1,서울특별시 용산구 한남동,1,743002,광고 대행업,1366,590979020,9,18
현대건설기계(주),1,서울특별시 종로구 계동,1,292400,건설 및 채광용 기계장비 제조업,1366,571331140,10,5
주식회사 교보문고,1,서울특별시 종로구 종로1가,1,221100,일반 서적 출판업,1360,397442100,53,42
강릉아산병원,1,강원도 강릉시 사천면,1,851101,요양병원,1359,483143680,50,20
예수병원,1,전라북도 전주시 완산구 중화산동1가,1,851101,요양병원,1356,462768440,46,18
메가스터디교육(주),1,서울특별시 서초구 서초동,1,724000,데이터베이스 및 온라인 정보 제공업,1356,326237680,71,85
주식회사아이비케이서비스,1,서울특별시 동대문구 답십리동,1,702003,비주거용 부동산 관리업,1355,232758640,16,22
한화시스템(주)ICT부문,1,서울특별시 중구 을지로2가,1,722000,응용 소프트웨어 개발 및 공급업,1353,539326660,16,11
(재)천주교서울대교구유지재단,1,서울특별시 중구 명동2가,1,221100,일반 서적 출판업,1352,279721880,9,10
(주)신세계조선호텔,1,서울특별시 중구 소공동,1,551001,호텔업,1345,409360160,27,23
(주)메가마트,1,서울특별시 금천구 시흥동,1,512289,수산물 가공식품 도매업,1345,303803080,20,27
주식회사우림맨테크,1,서울특별시 영등포구 양평동3가,1,519111,상품 종합 도매업,1342,237928460,44,114
(의)포항세명기독병원,1,경상북도 포항시 남구 대도동,1,851101,요양병원,1341,356939540,96,27
보령제약(주),1,서울특별시 종로구 원남동,1,242301,완제 의약품 제조업,1336,499671780,18,8
현대건설(주),1,서울특별시 종로구 계동,1,451200,기타 토목 시설물 건설업,1336,383458420,78,32
성우하이텍소주공장(주),1,경상남도 양산시 소주동,1,343000,그 외 자동차용 신품 부품 제조업,1336,502357840,46,20
주식회사케이비손해사정,1,서울특별시 마포구 합정동,1,672000,보험 대리 및 중개업,1335,481337340,10,6
SK네트웍스（주）워커힐,1,경기도 수원시 장안구 영화동,1,999999,BIZ_NO미존재사업장,1331,389371220,34,17
(주)이마트24,1,서울특별시 성동구 성수동2가,1,519910,상품 종합 도매업,1326,324247820,30,53
한국석유공사,1,울산광역시 중구 우정동,1,142909,원유 및 천연가스 채굴업,1325,542479660,8,7
주식회사 케이티디에스,1,서울특별시 서초구 방배동,1,742104,기타 엔지니어링 서비스업,1324,508892240,9,9
에프앤유신용정보주식회사,1,서울특별시 마포구 공덕동,1,749939,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,1323,312183340,70,25
유한회사 나이키코리아,1,서울특별시 강남구 역삼동,1,513141,신발 도매업,1320,301165880,36,24
수협중앙회,1,서울특별시 송파구 신천동,1,659900,기타 금융 투자업,1315,510155500,0,3
한국아이비엠(주),1,서울특별시 영등포구 여의도동,1,515050,컴퓨터 및 주변장치  소프트웨어 도매업,1314,528700820,11,25
CJ푸드빌(주),1,서울특별시 중구 쌍림동,1,552104,서양식 음식점업,1313,421390740,12,25
오스템임플란트(주),1,서울특별시 금천구 가산동,1,331100,전기식 진단 및 요법 기기 제조업,1307,424683720,28,23
(의)대진의료재단분당제생병원,1,경기도 성남시 분당구 서현동,1,851101,요양병원,1306,395711240,8,67
(주)크라운제과,1,서울특별시 용산구 남영동,1,154102,과자류 및 코코아 제품 제조업,1303,386089380,18,19
캐논코리아비즈니스솔루션(주),1,서울특별시 강남구 삼성동,1,300202,사무용 기계 및 장비 제조업,1302,409335400,54,23
주식회사 케이에프씨코리아,1,서울특별시 종로구 인의동,1,552107,치킨 전문점,1302,111465680,319,241
대한민국재외공관,1,서울특별시 종로구 도렴동,1,999999,BIZ_NO미존재사업장,1299,395872040,19,18
한양이엔지(주),1,경기도 화성시 반월동,1,321000,기타 반도체 소자 제조업,1298,486495380,50,30
하이엠솔루텍주식회사,1,서울특별시 금천구 가산동,1,922102,기타 일반 기계 및 장비 수리업,1298,402027680,34,9
국립공원공단,1,강원도 원주시 반곡동,1,924905,자연공원 운영업,1291,437018460,7,6
핸즈코퍼레이션주식회사,1,인천광역시 서구 가좌동,1,343000,그 외 자동차용 신품 부품 제조업,1288,487654540,3,13
씨제이씨지브이(주),1,서울특별시 용산구 한강로3가,1,921200,영화관 운영업,1285,470444520,9,46
한림대학교동탄성심병원,1,경기도 화성시 석우동,1,851101,요양병원,1285,452234280,55,55
(주)다스,1,경상북도 경주시 외동읍,1,343000,그 외 자동차용 신품 부품 제조업,1282,541837300,5,4
엠지신용정보 주식회사,1,서울특별시 영등포구 당산동1가,1,999999,BIZ_NO미존재사업장,1279,242193560,47,61
엘아이지넥스원 주식회사,1,경상북도 구미시 공단동,1,319001,운송장비용 조명장치 제조업,1276,527536480,2,6
주식회사 현대케피코,1,경기도 군포시 당정동,1,343000,그 외 자동차용 신품 부품 제조업,1272,547129400,5,2
의료법인 명지의료재단 명지병원,1,경기도 고양시 덕양구 화정동,1,851101,요양병원,1270,390323920,61,23
(주)비에이치,1,인천광역시 부평구 청천동,1, ,,1268,354806260,21,35
풀무원아이엔주식회사,1,서울특별시 강남구 수서동,1,749101,임시 및 일용 인력 공급업,1267,197781220,15,51
(주)호텔롯데,1,서울특별시 중구 소공동,1,551001,호텔업,1264,450346820,11,38
주식회사 케이알산업,1,경기도 이천시 부발읍,1,452101,미장  타일 및 방수 공사업,1263,363507880,22,33
타타대우상용차 주식회사,1,전라북도 군산시 소룡동,1,341001,화물 자동차 및 특수 목적용 자동차 제조업,1260,549678160,5,6
한전에프엠에스주식회사,1,전라남도 나주시 빛가람동,1,702003,비주거용 부동산 관리업,1260,317157140,13,22
(주)에스피씨 지에프에스,1,경기도 성남시 중원구 상대원동,1,999999,BIZ_NO미존재사업장,1258,414545460,12,11
고려아연(주)온산제련소,1,울산광역시 울주군 온산읍,1,272100,기타 비철금속 제련  정련 및 합금 제조업,1253,528572440,3,3
엘에스일렉트릭(주),1,경기도 안양시 동안구 호계동,1,291502,기타 물품 취급장비 제조업,1251,517833300,13,5
대한무역투자진흥공사,1,서울특별시 서초구 염곡동,1,741400,경영 컨설팅업,1251,457155540,24,30
자라리테일코리아주식회사,1,서울특별시 강남구 삼성동,1,519113,상품 종합 도매업,1251,247185540,21,56
한화에어로스페이스(주) 창원사업장,1,경상남도 창원시  성산구 성주동,1,322002,유선 통신장비 제조업,1250,534116840,4,6
코오롱글로벌(주)-유통/서비스,1,경기도 과천시 별양동,1,451101,아파트 건설업,1249,407428180,23,7
인트로맨(주),1,서울특별시 성동구 성수동2가,1,749100,고용 알선업,1237,225915700,73,125
한화솔루션(주)진천사업장,1,충청북도 진천군 이월면,1,311002,전동기 및 발전기 제조업,1237,345241980,11,4
신한생명보험주식회사,1,서울특별시 중구 을지로2가,1,660100,생명보험업,1234,507660500,8,2
솔브레인주식회사,1,경기도 성남시 분당구 삼평동,1,242901,접착제 및 젤라틴 제조업,1234,404827900,9,11
에이치앤엠헤네스앤모리츠주식회사,1,서울특별시 종로구 종로2가,1,513121,남녀용 겉옷 및 셔츠 도매업,1234,186513700,23,39
대구텍 유한책임회사,1,대구광역시 달성군 가창면,1,292202,금속 절삭기계 제조업,1233,517285200,2,4
주식회사 씨앤에스자산관리,1,서울특별시 종로구 적선동,1,702003,비주거용 부동산 관리업,1230,235075200,34,87
(주)인터파크,1,서울특별시 강남구 삼성동,1,525101,전자상거래 소매업,1229,367807920,7,17
중소벤처기업진흥공단,1,경상남도 진주시 충무공동,1,659201,국내은행,1228,436329220,3,2
두산공작기계주식회사,1,경상남도 창원시  성산구 남산동,1,292202,금속 절삭기계 제조업,1224,524775300,2,5
넥센타이어(주)창녕공장,1,경상남도 창녕군 대합면,1,251101,타이어 및 튜브 제조업,1221,465115420,9,3
동서식품(주),1,인천광역시 부평구 청천동,1,154901,커피 가공업,1210,497835800,8,8
라인플러스주식회사,1,경기도 성남시 분당구 서현동,1,999999,BIZ_NO미존재사업장,1207,485870700,22,55
에어부산 주식회사,1,부산광역시 강서구 대저2동,1,621000,항공 여객 운송업,1206,315170460,6,3
도쿄일렉트론코리아 주식회사,1,경기도 화성시 장안면,1,321000,기타 반도체 소자 제조업,1205,472308440,21,3
한국단자공업(주),1,인천광역시 연수구 송도동,1,321000,기타 반도체 소자 제조업,1202,436809860,11,22
서울대학교,1,서울특별시 관악구 신림동,1,701201,비주거용 건물 임대업(점포  자기땅),1200,188052320,136,5
한국콜마주식회사,1,세종특별자치시   전의면,1,242403,화장품 제조업,1198,405284700,7,11
흥국화재해상보험(주),1,서울특별시 종로구 신문로1가,1,659201,국내은행,1197,439194000,8,13
주식회사 안랩,1,경기도 성남시 분당구 삼평동,1,722000,응용 소프트웨어 개발 및 공급업,1197,406068940,9,8
롯데손해보험주식회사,1,서울특별시 중구 남창동,1,660301,손해보험업,1196,428653040,15,17
(주)두산전자사업부,1,서울특별시 중구 을지로6가,1,321000,기타 반도체 소자 제조업,1190,504197480,2,5
LS오토모티브테크놀로지스,1,경기도 안양시 동안구 관양동,1,343000,그 외 자동차용 신품 부품 제조업,1190,437450480,12,16
현대하이카손해사정(주),1,서울특별시 송파구 신천동,1,672000,보험 대리 및 중개업,1186,433926000,2,4
쌍용건설(주),1,서울특별시 송파구 신천동,1,451200,기타 토목 시설물 건설업,1183,461219560,25,13
고려대학교,1,서울특별시 성북구 안암동5가,1,730000,기타 인문 및 사회과학 연구개발업,1181,263567620,95,43
(주)삼구엘에스,1,서울특별시 구로구 구로동,1,999999,BIZ_NO미존재사업장,1179,260559200,1179,21
제이더블유중외제약주식회사,1,서울특별시 서초구 서초동,1,242301,완제 의약품 제조업,1176,443070540,12,13
(주)브라운네트웍스,1,서울특별시 중구 수표동,1,741400,경영 컨설팅업,1173,251951300,104,104
한국장애인고용공단,1,경기도 성남시 분당구 구미동,1,999999,BIZ_NO미존재사업장,1172,352123060,22,14
성균관대학교산학협력단,1,경기도 수원시 장안구 천천동,1,741400,경영 컨설팅업,1170,250545000,102,27
(주) 씨아이로지스,1,경기도 군포시 산본동,1,602301,용달 화물 자동차 운송업,1167,109620100,286,247
씨제이올리브네트웍스(주),1,서울특별시 용산구 동자동,1,722000,응용 소프트웨어 개발 및 공급업,1160,461245800,7,22
(의)안동병원,1,경상북도 안동시 수상동,1,851101,요양병원,1156,358306640,87,21
한국수출입은행,1,서울특별시 영등포구 여의도동,1,671900,그 외 기타 금융 지원 서비스업,1150,459778940,10,6
(주)휴:콥,1,서울특별시 마포구 창전동,1,749300,건축물 일반 청소업,1149,225605660,47,61
현대제철주식회사본사,1,인천광역시 동구 송현동,1,271201,그 외 기타 1차 철강 제조업,1149,480497500,10,10
강동성심병원(총무과),1,서울특별시 강동구 길동,1,851101,요양병원,1148,394978600,35,20
주식회사LG헬로비전,1,서울특별시 마포구 상암동,1,921303,유선 방송업,1147,438493440,5,11
주식회사 세아창원특수강,1,경상남도 창원시  성산구 신촌동,1,271102,제강업,1147,476604800,0,5
주식회사 LF,1,서울특별시 강남구 신사동,1, ,,1145,429575320,37,52
스템코(주),1,충청북도 청주시 흥덕구 옥산면,1,311002,전동기 및 발전기 제조업,1145,383950060,5,33
한솔제지（주）,1,서울특별시 중구 을지로2가,1,999999,BIZ_NO미존재사업장,1145,474365500,2,3
국민연금공단,1,전라북도 전주시 덕진구 만성동,1,672000,보험 대리 및 중개업,1140,208319000,18,7
충청남도천안교육지원청(공무직),1,충청남도 천안시 서북구 불당동,1,701201,비주거용 건물 임대업(점포  자기땅),1139,216674060,31,7
지멘스헬시니어스 주식회사,1,서울특별시 서대문구 충정로3가,1,515080,의료 기기 도매업,1138,429089480,6,9
주식회사대성퍼스트,1,대전광역시 동구 성남동,1,749609,그 외 기타 분류 안된 사업 지원 서비스업,1136,153739840,193,255
한국금융안전(주),1,서울특별시 동작구 신대방동,1,749200,경비 및 경호 서비스업,1135,295149160,40,30
리치몬트코리아(주),1,서울특별시 중구 회현동2가,1,513934,시계 및 귀금속 제품 도매업,1133,350563080,38,22
(주)한국종합기술,1,서울특별시 광진구 구의동,1,742104,기타 엔지니어링 서비스업,1132,434443320,32,17
케이지동부제철 주식회사,1,서울특별시 중구 남대문로5가,1,271101,제철업,1130,466158600,3,7
(주)세코닉스,1,경기도 동두천시 상봉암동,1,332000,안경 및 안경렌즈 제조업,1130,341438400,30,99
(주)수산인더스트리,1,충청남도 천안시 서북구 신당동,1,451300,산업 생산시설 종합 건설업,1129,380437500,11,5
전북은행(주),1,전라북도 전주시 덕진구 금암동,1,659201,국내은행,1128,453195380,8,11
코레일네트웍스(주),1,서울특별시 용산구 한강로2가,1,630600,여행사업,1126,261075560,5,10
SK매직(주),1,서울특별시 중구 남대문로5가,1,999999,BIZ_NO미존재사업장,1126,415237580,25,7
볼보그룹코리아(주),1,경상남도 창원시  성산구 귀현동,1,519111,상품 종합 도매업,1125,473550860,3,4
(주)호텔롯데(롯데월드),1,서울특별시 송파구 잠실동,1,551001,호텔업,1122,319428900,18,32
금호고속(주) 고속사업부,1,광주광역시 서구 광천동,1,451101,아파트 건설업,1121,447160540,5,91
한국체육산업개발(주),1,서울특별시 송파구 방이동,1,749300,건축물 일반 청소업,1117,240758300,47,61
한신공영(주),1,경기도 용인시 처인구 백암면,1,451101,아파트 건설업,1116,422611660,19,16
한화투자증권주식회사,1,서울특별시 영등포구 여의도동,1,671202,증권 중개업,1115,445480380,13,7
한전원자력연료(주),1,대전광역시 유성구 덕진동,1,232100,원유 정제처리업,1115,442419840,3,4
(주)에프에이모스트,1,서울특별시 영등포구 양평동3가,1,741400,경영 컨설팅업,1111,185501980,57,375
(주) 씨제이이엔엠,1,서울특별시 서초구 방배동,1,921304,방송 프로그램 제작업,1107,408007500,8,18
(주)세방테크-(일용)평택 FAB2기 신축공사 일반배관공사 3공구,1,경기도 평택시 고덕면,1,452104,배관 및 냉ㆍ난방 공사업,1105,391707960,624,5
카페24 주식회사,1,서울특별시 동작구 신대방동,1,724000,데이터베이스 및 온라인 정보 제공업,1104,367056740,16,7
(주)바디프랜드,1,서울특별시 강남구 도곡동,1,331100,전기식 진단 및 요법 기기 제조업,1104,296472940,50,24
(주)베스트윈,1,경기도 화성시 석우동,1,321000,기타 반도체 소자 제조업,1104,360491760,16,12
남부공항서비스주식회사,1,부산광역시 강서구 대저2동,1,630500,기타 항공 운송지원 서비스업,1101,198726160,1,5
(주)한국고용정보,1,강원도 춘천시 근화동,1,743002,광고 대행업,1100,180878100,97,217
금호산업(주)건설사업부,1,전라남도 나주시 송월동,1,451101,아파트 건설업,1099,421678300,15,24
한국화학연구원,1,대전광역시 유성구 장동,1, ,,1099,337745860,161,16
롯데케미칼(주) 여수공장,1,전라남도 여수시 중흥동,1,241106,석탄화학계 화합물 및 기타 기초 유기화학 물질제조업,1097,450987440,42,4
주식회사씨에이치엠,1,서울특별시 강남구 삼성동,1,999999,BIZ_NO미존재사업장,1097,214589080,43,18
페더럴익스프레스코리아 유한회사,1,서울특별시 마포구 합정동,1,630902,통관 대리 및 관련서비스업 / 화물 운송 중개  대리,1096,373011420,16,1
강남성심병원,1,서울특별시 영등포구 대림동,1,851101,요양병원,1096,389976240,59,14
코오롱인더스트리(주)구미공장,1,경상북도 구미시 공단동,1,171108,화학섬유 방적업,1094,430129500,7,4
두산건설(주),1,서울특별시 강남구 논현동,1,451200,기타 토목 시설물 건설업,1092,427878920,11,16
(주)두잉피플플러스,1,경기도 성남시 분당구 삼평동,1,702003,비주거용 부동산 관리업,1089,207637760,76,50
코오롱인더스트리（주）FnC부문,1,서울특별시 강남구 삼성동,1,999999,BIZ_NO미존재사업장,1088,396758120,23,15
해성디에스 주식회사,1,경상남도 창원시  성산구 성주동,1,321000,기타 반도체 소자 제조업,1086,369878280,31,17
(주)건화,1,경기도 안양시 동안구 관양동,1,742104,기타 엔지니어링 서비스업,1084,388020140,19,6
주식회사 오케이저축은행,1,서울특별시 중구 남대문로4가,1,999999,BIZ_NO미존재사업장,1083,356866140,17,18
노원을지대학교병원,1,서울특별시 노원구 하계동,1,851101,요양병원,1080,299170820,152,14
(주)인터비즈시스템,1,서울특별시 영등포구 여의도동,1,749100,고용 알선업,1079,209139360,104,87
(주)한진중공업건설부문,1,서울특별시 용산구 갈월동,1,451200,기타 토목 시설물 건설업,1079,415537280,45,26
(주)샤프에비에이션케이,1,서울특별시 종로구 서린동,1,630909,그 외 기타 분류 안된 운송관련 서비스업,1078,254499640,6,49
엘코잉크한국지점,1,서울특별시 강남구 역삼동,1, ,,1075,267385800,8,16
한국생명공학연구원,1,대전광역시 유성구 어은동,1,730000,기타 인문 및 사회과학 연구개발업,1074,343552320,6,7
법무법인(유한)광장,1,서울특별시 중구 소공동,1,741101,변호사업,1071,402742920,13,4
우리에프아이에스(주),1,서울특별시 마포구 상암동,1, ,,1071,445200500,5,1
구찌코리아 유한회사,1,서울특별시 강남구 삼성동,1,519113,상품 종합 도매업,1070,278523140,21,23
(사)부산항만산업협회-화물고정업,1,부산광역시 동구 초량동,1,749300,건축물 일반 청소업,1069,266051700,0,1
（주）한진중공업,1,부산광역시 영도구 봉래동5가,1,351101,강선 건조업,1067,441070060,0,10
(주)희림종합건축사사무소,1,서울특별시 강동구 상일동,1,742104,기타 엔지니어링 서비스업,1066,370170260,21,11
주식회사젠스타서비스,1,서울특별시 영등포구 여의도동,1,999999,BIZ_NO미존재사업장,1066,224340160,70,32
이화여자대학교,1,서울특별시 서대문구 대현동,1,701202,비주거용 건물 임대업(점포  타인땅),1065,167208720,104,17
(주)지에스홈쇼핑,1,서울특별시 영등포구 문래동6가,1,921304,방송 프로그램 제작업,1064,412307320,7,13
연세대학교의료원,1,서울특별시 서대문구 신촌동,1,851101,요양병원,1063,303977660,100,57
십일번가주식회사,1,서울특별시 중구 남대문로5가,1,525101,전자상거래 소매업,1062,405139940,18,12
강원도원주교육지원청,1,강원도 원주시 명륜동,1,701201,비주거용 건물 임대업(점포  자기땅),1059,199861720,6,5
농협생명보험주식회사,1,서울특별시 서대문구 미근동,1,660100,생명보험업,1053,424035860,9,6
서울주택도시공사,1,서울특별시 강남구 개포동,1,451101,아파트 건설업,1051,363280000,13,4
(주)에스비에스,1,서울특별시 양천구 목동,1,921302,지상파 방송업,1051,438926960,7,57
(주)크릭앤리버엔터테인먼트,1,서울특별시 영등포구 여의도동,1,743002,광고 대행업,1048,190381560,83,69
코스맥스（주）,1,경기도 화성시 향남읍,1,513320,화장품 및 화장용품 도매업,1045,357668820,21,15
주식회사 유신,1,서울특별시 강남구 역삼동,1,742104,기타 엔지니어링 서비스업,1044,402538180,19,9
(주)디에이피,1,경기도 안성시 미양면,1,321000,기타 반도체 소자 제조업,1042,307449820,43,22
동우씨엠(주),1,대구광역시 수성구 범어동,1,702003,비주거용 부동산 관리업,1042,211139880,47,25
(주)더맨,1,서울특별시 종로구 인사동,1, ,,1040,177369220,83,82
한국인삼공사(주),1,대전광역시 대덕구 평촌동,1,154901,커피 가공업,1039,418013440,25,12
SK종합화학주식회사,1,서울특별시 종로구 서린동,1, ,,1036,442348300,2,0
삼성물산(주) 에버랜드리조트,1,경기도 용인시 처인구 포곡읍,1,921901,공연시설 운영업,1032,148397640,106,141
주식회사유플러스홈서비스,1,서울특별시 마포구 상암동,1,642003,그 외 기타 전기 통신업,1032,209516480,12,2
코레일관광개발(주),1,서울특별시 용산구 동자동,1,512260,비알코올 음료 도매업,1031,232844940,5,8
주식회사 명일,1,경기도 수원시 팔달구 인계동,1,630202,냉장 및 냉동 창고업,1031,314236960,26,16
부산항운노조냉동창고근로자복지관리위원회,1,부산광역시 서구 암남동,1,999999,BIZ_NO미존재사업장,1031,184460740,8,8
(주)동명기술공단종합건축사사무소,1,경기도 화성시 반송동,1,742101,측량업,1029,378001460,15,13
솔브레인에스엘디주식회사,1,충청남도 공주시 검상동,1,322002,유선 통신장비 제조업,1029,297947620,5,14
(주)씨에스원 파트너,1,부산광역시 중구 중앙동5가,1,741300,시장 조사 및 여론 조사업,1028,248997940,48,47
여천엔씨씨(주),1,서울특별시 종로구 공평동,1,241106,석탄화학계 화합물 및 기타 기초 유기화학 물질제조업,1026,430320720,2,4
동국제약(주),1,서울특별시 강남구 대치동,1,242301,완제 의약품 제조업,1022,345430920,19,16
비테스코테크놀로지스코리아 주식회사,1,경기도 이천시 사음동,1,331300,산업 처리공정 제어장비 제조업,1020,414956840,9,8
(주)한화갤러리아,1,서울특별시 영등포구 여의도동,1,521910,백화점,1020,345508700,20,20
백상기업(주),1,서울특별시 마포구 도화동,1,749300,건축물 일반 청소업,1019,194734360,73,35
쌍용양회공업(주),1,서울특별시 중구 저동2가,1,269401,시멘트 제조업,1015,426552780,2,3
아디다스코리아（유）,1,서울특별시 서초구 서초동,1,513141,신발 도매업,1015,266164320,23,32
한국니토옵티칼주식회사,1,경기도 평택시 청북읍,1,252901,포장용 플라스틱 성형용기 제조업,1015,363836860,3,3
휴먼스토리에프에스(주),1,경기도 수원시 영통구 영통동,1,999999,BIZ_NO미존재사업장,1014,172217840,124,58
에이스테크주식회사,1,울산광역시 북구 염포동,1,343000,그 외 자동차용 신품 부품 제조업,1014,376063440,30,15
(주)실리콘웍스,1,대전광역시 유성구 탑립동,1,321000,기타 반도체 소자 제조업,1013,395666700,19,6
주식회사사조씨앤씨,1,서울특별시 서초구 방배동,1,511119,섬유  의복  신발 및 가죽제품 중개업 / 목재 및 건축,1011,151651240,30,30
지에이코리아 주식회사,1,서울특별시 중구 순화동,1,672000,보험 대리 및 중개업,1011,221751720,27,12
부산시설공단,1,부산광역시 부산진구 연지동,1,630303,주차장 운영업,1010,299227100,90,4
코오롱글로벌(주),1,경기도 과천시 별양동,1,451101,아파트 건설업,1006,415204300,3,3
（주）이앤원,1,경기도 여주시 가업동,1,749609,그 외 기타 분류 안된 사업 지원 서비스업,1006,209310880,24,18
광동제약(주),1,서울특별시 서초구 서초동,1,242302,한의약품 제조업,1005,394158160,20,7
컴투스주식회사,1,서울특별시 금천구 가산동,1,722000,응용 소프트웨어 개발 및 공급업,1005,334416420,75,9
엘비휴넷주식회사시흥센터,1,서울특별시 금천구 시흥동,1,999999,BIZ_NO미존재사업장,1005,229344100,40,41
삼성메디슨주식회사,1,강원도 홍천군 남면,1,331100,전기식 진단 및 요법 기기 제조업,1004,392673740,2,9
경창산업(주),1,대구광역시 달서구 월암동,1,343000,그 외 자동차용 신품 부품 제조업,1003,393326520,1,2
미래에셋생명보험(주),1,서울특별시 영등포구 여의도동,1,660100,생명보험업,1001,426989960,5,7
롯데지알에스 KKD사업부문,1,서울특별시 용산구 갈월동,1,552107,치킨 전문점,1001,138027880,112,152
(재)한국건설생활환경시험연구원,1,서울특별시 금천구 가산동,1,742201,기타 기술 시험  검사 및 분석업,1001,339556480,48,24
(주)에스텍플러스,1,서울특별시 강남구 역삼동,1,749609,그 외 기타 분류 안된 사업 지원 서비스업,999,189577420,34,61
삼성전자서비스씨에스 주식회사,1,경기도 수원시 영통구 매탄동,1,749921,그 외 기타 분류 안된 사업 지원 서비스업,998,222165620,4,3
넥센타이어（주）서울사무소,1,서울특별시 강서구 마곡동,1,251101,타이어 및 튜브 제조업,996,371298260,9,3
 (주)모베이스전자,1,경기도 수원시 권선구 고색동,1,343000,그 외 자동차용 신품 부품 제조업,995,377688440,7,15
한국항공우주연구원,1,대전광역시 유성구 어은동,1,999999,BIZ_NO미존재사업장,990,402231860,2,4
세아상역(주),1,서울특별시 강남구 대치동,1,181201,가죽의복 제조업,990,366491520,17,90
대원제약주식회사,1,서울특별시 성동구 용답동,1,242301,완제 의약품 제조업,989,349743100,5,6
도이치모터스(주),1,서울특별시 성동구 성수동2가,1,501201,자동차 신품 판매업,989,265283020,31,31
(주)포스코엠텍,1,경상북도 포항시 남구 효자동,1,272300,알루미늄 압연  압출 및 연신제품 제조업,986,412015480,10,2
（주）호텔롯데 롯데면세점,1,서울특별시 중구 소공동,1,522071,기타 음ㆍ식료품 위주 종합 소매업,985,394037960,15,3
주식회사 우아한형제들,1,서울특별시 송파구 방이동,1,999999,BIZ_NO미존재사업장,985,348883300,37,13
지에스건설(주)현장,1,서울특별시 종로구 청진동,1,451101,아파트 건설업,984,278042800,48,33
한국주택금융공사,1,부산광역시 남구 문현동,1,659900,기타 금융 투자업,984,332318420,4,4
(주)한국야쿠르트,1,서울특별시 서초구 잠원동,1,152002,액상 시유 및 기타 낙농제품 제조업,983,356612720,8,4
충남대학교병원,1,대전광역시 중구 대사동,1,851101,요양병원,982,237834260,188,26
화승알앤에이(주),1,경상남도 양산시 교동,1,701201,비주거용 건물 임대업(점포  자기땅),981,351538720,0,5
삼육서울병원,1,서울특별시 동대문구 휘경동,1,851101,요양병원,977,267653440,21,23
한국바스프(주),1,전라남도 여수시 화치동,1,241106,석탄화학계 화합물 및 기타 기초 유기화학 물질제조업,977,411327800,6,3
엔에이치엔주식회사,1,경기도 성남시 분당구 삼평동,1,999999,BIZ_NO미존재사업장,977,368299020,11,21
롯데렌탈(주),1,경기도 안양시 동안구 호계동,1,711200,수상및항공운수장비임대,975,321007280,11,15
전자부품연구원,1,경기도 성남시 분당구 야탑동,1,999999,BIZ_NO미존재사업장,974,309235500,27,9
에드워드 코리아 주식회사,1,충청남도 천안시 서북구 차암동,1,321000,기타 반도체 소자 제조업,973,354453600,19,4
(주)우리홈쇼핑,1,서울특별시 영등포구 양평동5가,1,525102,기타 통신 판매업,968,338122660,10,7
（주）부영주택,1,서울특별시 중구 서소문동,1,999999,BIZ_NO미존재사업장,968,331374740,15,26
(주)할리스에프앤비,1,서울특별시 종로구 운니동,1,741400,경영 컨설팅업,966,169293280,23,87
연세대학교,1,서울특별시 서대문구 신촌동,1,851101,요양병원,964,129120380,210,24
주식회사 한국아트라스비엑스,1,대전광역시 대덕구 대화동,1,314000,축전지 제조업,963,386976260,21,14
(주)팔도,1,서울특별시 서초구 잠원동,1,252901,포장용 플라스틱 성형용기 제조업,962,289925960,67,14
(주)서울메트로환경,1,서울특별시 서초구 방배동,1,999999,BIZ_NO미존재사업장,960,196406620,45,27
람정제주개발주식회사,1,제주특별자치도 서귀포시 안덕면,1,999999,BIZ_NO미존재사업장,960,253747720,17,18
주식회사 케이씨씨건설,1,서울특별시 서초구 잠원동,1,451200,기타 토목 시설물 건설업,959,372233280,14,17
대동공업(주),1,대구광역시 달성군 논공읍,1,292100,농업 및 임업용 기계 제조업,959,369179880,36,9
디비자동차보험손해사정(주),1,서울특별시 강남구 대치동,1,660301,손해보험업,956,334429200,39,5
(주)래딕스플러스,1,서울특별시 마포구 도화동,1,749609,그 외 기타 분류 안된 사업 지원 서비스업,955,110497140,4,33
(주)한화보은사업장,1,충청북도 보은군 내북면,1,242901,접착제 및 젤라틴 제조업,955,363543260,12,10
포항성모병원,1,경상북도 포항시 남구 대잠동,1,851101,요양병원,952,278515640,72,10
한화솔루션주식회사,1,전라남도 여수시 월하동,1,241102,기타 기초 무기화학 물질 제조업,951,379423680,1,6
(주)팜한농,1,서울특별시 영등포구 여의도동,1,242102,화학 살균ㆍ살충제 및 농업용 약제 제조업,951,362437420,9,13
한국필립모리스(주),1,서울특별시 영등포구 여의도동,1,512286,담배 도매업,950,395888760,10,9
나이스엔지니어링(주),1,서울특별시 서초구 서초동,1,922104,가전제품 수리업,950,276363620,15,8
