ZCRm,Energym,EnergyEntropym,SpectralCentroidm,SpectralEntropym,MFCCs1m,MFCCs2m,ChromaVector1m,ChromaDeviationm,EnergyEntropystd,SpectralCentroidstd,SpectralSpreadstd,SpectralEntropystd,SpectralFluxstd,SpectralRolloffstd,MFCCs1std,ChromaVector1std,BPM,class
0.141224548,0.140772396,3.088466764,0.265750477,1.249696089,-22.36001522,0.611510079,0.005793816,0.043929496,0.206624066,0.041899535,0.015112576,0.443560563,0.006250015,0.114205897,1.151003806,0.00659255,129,BigRoom
0.15866238,0.126094038,3.193684467,0.290916656,1.397752941,-21.81914185,1.071985195,0.010225143,0.036678953,0.086328067,0.038502406,0.013007537,0.465149492,0.00416727,0.137417475,0.708744641,0.010004335,131,BigRoom
0.097656792,0.101221403,3.187501582,0.220076927,0.922827375,-22.54229761,1.261353449,0.010232147,0.055129762,0.08238626,0.041598782,0.024313674,0.310519159,0.00548722,0.087365204,0.81607224,0.010723929,146,BigRoom
0.088762716,0.107928955,3.151056327,0.21547109,0.779126763,-22.93109361,1.712934828,0.008562917,0.045215122,0.123803685,0.044144441,0.024299636,0.390523412,0.007270276,0.092416086,1.086014046,0.008587825,129,BigRoom
0.098791691,0.099382222,3.180892414,0.233122578,0.845727025,-21.82648945,1.724187509,0.016567873,0.038972946,0.098534941,0.036731891,0.021434729,0.350359326,0.002824062,0.097016301,0.550689772,0.01277781,129,BigRoom
0.10722733,0.095711962,3.160865048,0.220434744,1.004125566,-21.99132156,1.475011183,0.0132113,0.038469353,0.126332464,0.041009279,0.022869109,0.382771396,0.00545026,0.091646476,0.748189287,0.009209768,126,BigRoom
0.094509106,0.09929677,3.1385634,0.222913803,0.879532095,-22.49175617,1.525491818,0.015870754,0.042630543,0.140251876,0.032623369,0.018041805,0.350820277,0.004399003,0.083742585,0.740845427,0.012925529,129,BigRoom
0.119799706,0.073677602,3.223894707,0.224295262,1.135791937,-22.15057332,1.21695315,0.012127667,0.02645115,0.068363423,0.030470568,0.020883398,0.306968673,0.002235336,0.07399466,0.587782456,0.010123138,128,BigRoom
0.120390657,0.14921889,3.218529975,0.248829279,1.141773409,-21.13799633,1.18730949,0.010577652,0.037656156,0.073149024,0.026424824,0.012821133,0.336420269,0.004993496,0.086495676,0.611315781,0.008952141,129,BigRoom
0.143159268,0.10719623,3.1331414,0.276888785,1.193030131,-22.12972288,1.326218426,0.00758982,0.044591971,0.141714929,0.046654383,0.020571688,0.524890292,0.005314708,0.163575465,0.637540504,0.008063511,129,BigRoom
0.077529412,0.071410179,3.041998258,0.197706812,0.61917308,-23.75937663,2.219322611,0.011505494,0.044106789,0.225543842,0.046806339,0.025283339,0.360217959,0.007208121,0.090118518,1.126690871,0.009027146,129,BigRoom
0.128836605,0.135843385,3.213341709,0.246777934,1.234729074,-21.20052297,1.443409221,0.010769854,0.036146393,0.088554236,0.047950833,0.01960714,0.477112764,0.004252405,0.130446881,0.601538451,0.009814376,129,BigRoom
0.103385432,0.154674206,3.172475941,0.247955849,0.897796832,-21.64167788,1.531606052,0.006736167,0.047906799,0.069001276,0.03379051,0.019257896,0.312196256,0.004139068,0.077398083,0.651155847,0.006077757,129,BigRoom
0.15366841,0.086639578,3.208211972,0.281220929,1.368536412,-22.10373499,1.144984046,0.014967607,0.035529619,0.080125154,0.044977096,0.019059917,0.43921514,0.003571601,0.149382201,0.78217368,0.013068659,129,BigRoom
0.146069288,0.10987831,3.169410897,0.280066594,1.338656812,-22.06872503,0.999471768,0.007654664,0.037126883,0.167918852,0.042888729,0.018043008,0.48714351,0.003990578,0.142536662,1.067971544,0.009203321,129,BigRoom
0.127316741,0.100547778,3.191350038,0.258348847,1.165391321,-21.98510927,1.333833137,0.007748523,0.04192124,0.0991823,0.031872317,0.016422881,0.367778133,0.003876011,0.104458737,0.547191677,0.006584626,129,BigRoom
0.123851231,0.127097178,3.180886603,0.2561089,1.128154878,-22.83703693,0.925230446,0.009557012,0.048933072,0.116809278,0.054118834,0.023722405,0.53023613,0.007967742,0.153101908,1.035293943,0.011137881,128,BigRoom
0.151552301,0.1208358,3.222460739,0.302352796,1.346997062,-22.20522281,0.986768519,0.00500691,0.035381477,0.072485025,0.038617536,0.013881777,0.416163749,0.003799865,0.138561456,0.615788972,0.004473868,131,BigRoom
0.099814631,0.134172343,3.214138762,0.224592132,0.796437571,-21.94822014,2.002186093,0.012083063,0.040600962,0.064343176,0.046533221,0.023898181,0.342187678,0.005716906,0.103602242,0.593742543,0.010919701,131,BigRoom
0.109561483,0.113496819,3.163127245,0.229806823,0.944835689,-21.72431886,1.626091499,0.007537792,0.035542672,0.114043832,0.047240653,0.025861102,0.375895624,0.005344958,0.112201503,0.910554348,0.00683819,127,BigRoom
0.128656888,0.148880903,3.162991213,0.277398613,1.114513968,-21.78164531,1.219844756,0.011249741,0.050169042,0.129651255,0.045757087,0.020614859,0.490762085,0.0073435,0.136503025,1.013640801,0.013817078,129,BigRoom
0.131592539,0.131412329,3.215428452,0.256603723,1.241637261,-21.19202148,1.13928821,0.010382615,0.037517268,0.06655063,0.026913551,0.014367471,0.368245907,0.001901194,0.096418213,0.53445213,0.010815364,129,BigRoom
0.161792256,0.107656881,3.181465636,0.291306846,1.492306753,-21.60635182,0.807847079,0.009029555,0.037473061,0.112281429,0.042865977,0.020431656,0.455372411,0.004068642,0.139051426,0.848797173,0.008835254,129,BigRoom
0.13501588,0.121080191,3.168551582,0.267239693,1.151977393,-22.5187041,1.380928841,0.010955065,0.035700451,0.13247929,0.047112671,0.019070697,0.475292362,0.00565972,0.154812425,0.992645401,0.010329976,129,BigRoom
0.13397891,0.084927396,3.184774815,0.268211317,1.198672174,-22.25345615,1.397561992,0.012991737,0.032535089,0.113428834,0.03918959,0.017859409,0.399375371,0.004036083,0.118337689,0.713140998,0.013067915,129,BigRoom
0.130154703,0.139145983,3.198745669,0.254345562,1.17747644,-22.37645041,1.431735757,0.0077303,0.030826285,0.082937184,0.037433536,0.018188402,0.364658673,0.004523185,0.097632539,0.849569605,0.007615814,129,BigRoom
0.132749168,0.163187027,3.15638936,0.273809809,1.228999613,-21.96744557,0.981869342,0.006177802,0.046975349,0.133263272,0.048606894,0.017888026,0.577696681,0.013442898,0.150375381,1.464178521,0.006673041,129,BigRoom
0.121095954,0.110568168,3.16814956,0.254209989,1.08678777,-22.06151522,1.205651362,0.010876069,0.051953102,0.101363621,0.037859124,0.015664749,0.400062583,0.006860571,0.110062561,0.883917621,0.010818242,129,BigRoom
0.122947412,0.126391706,3.135162809,0.249445639,1.169795459,-21.79251195,1.114442063,0.005938037,0.041629409,0.145782279,0.043688313,0.018191014,0.455670507,0.006675405,0.12088802,0.996084313,0.006100083,128,BigRoom
0.135701794,0.110261502,3.210838552,0.255215505,1.290703015,-21.4357202,1.255084699,0.012140893,0.030468249,0.087120462,0.04013579,0.01975742,0.410840657,0.003187695,0.109919922,0.733429497,0.011954201,129,BigRoom
0.125386379,0.046154593,3.165103887,0.230286887,1.111124045,-22.72680035,1.58179769,0.01889611,0.02381667,0.113319894,0.029752897,0.016363519,0.307293503,0.002214881,0.087250844,0.688819754,0.013930888,129,BigRoom
0.124557443,0.158138441,3.210495387,0.247378051,1.249107099,-21.69262347,1.138576181,0.018373767,0.036177665,0.100678531,0.040245433,0.021638517,0.368342626,0.007474349,0.100061469,0.919020401,0.015720024,126,BigRoom
0.118770597,0.174072796,3.156477245,0.279459338,1.046762712,-21.3448103,1.192758662,0.007006625,0.053128211,0.100253916,0.034404676,0.014534809,0.380617075,0.003016387,0.116648479,0.730400898,0.007162538,86,BigRoom
0.13282443,0.106963874,3.205366758,0.275694414,1.084229476,-21.88890772,1.512839723,0.010510827,0.041436446,0.093220186,0.0303713,0.013359976,0.380341064,0.004888281,0.121272333,0.58431806,0.010482886,131,BigRoom
0.116239732,0.125292966,3.208737536,0.251728684,1.01518027,-21.74476609,1.547404399,0.007810983,0.041387337,0.087775089,0.045773302,0.021218964,0.468243906,0.005393623,0.132770633,0.836741286,0.008521048,127,BigRoom
0.129062271,0.136285081,3.080910548,0.263051442,1.19208448,-21.88446307,1.151373708,0.007103981,0.046835113,0.220413937,0.049347853,0.018311378,0.552115585,0.007940753,0.138237208,1.356677949,0.007221684,129,BigRoom
0.117524855,0.14336021,3.157120729,0.253023075,1.168188126,-21.82708878,0.886809621,0.006512393,0.053339033,0.115183634,0.035055484,0.019665652,0.445287196,0.005764226,0.109556918,1.026616364,0.006689145,129,BigRoom
0.123544134,0.108669036,3.142115313,0.261217464,1.113236699,-22.05922474,1.487735576,0.008896854,0.040421069,0.156713664,0.045978096,0.015478364,0.502782968,0.006982774,0.148703465,1.051223383,0.008559401,126,BigRoom
0.09971543,0.099135854,3.113401639,0.226694564,0.818392633,-22.34920022,1.711359594,0.012336894,0.040992222,0.16395689,0.048585089,0.023463648,0.425867851,0.005786353,0.114515373,1.351187594,0.012193478,129,BigRoom
0.110110584,0.123382583,3.114996805,0.229988147,1.015059508,-21.89509088,1.527806596,0.008603611,0.040295414,0.169020494,0.038006773,0.016394399,0.412626859,0.00717057,0.097472833,1.090109379,0.008417116,129,BigRoom
0.121138799,0.082969321,3.147934132,0.225150056,1.079962365,-22.46573824,1.633881769,0.012829137,0.035554422,0.110290788,0.029406038,0.016942306,0.293054078,0.002947233,0.072268124,0.717762367,0.012624493,129,BigRoom
0.15432525,0.111421713,3.239176361,0.289414398,1.394222705,-21.51541042,1.081302129,0.008713086,0.033292361,0.064573078,0.040809878,0.02069109,0.409825647,0.003280903,0.152658457,0.692335915,0.009064037,129,BigRoom
0.133967129,0.147037014,3.225801421,0.265192053,1.285934247,-21.12480254,1.032711673,0.007868791,0.03557614,0.069625295,0.036789125,0.020816626,0.385557267,0.003409428,0.107451174,0.677583888,0.008319499,129,BigRoom
0.104518877,0.152852632,3.169151617,0.227143007,0.907786908,-21.23081058,1.770008618,0.020127721,0.032856084,0.101635715,0.052437903,0.02462863,0.406591162,0.006036221,0.121232189,0.896977324,0.020107064,129,BigRoom
0.134506002,0.105240978,3.181794301,0.280737085,1.140879492,-22.44349442,1.591447918,0.013933565,0.034274248,0.12575018,0.052259917,0.019776431,0.478887009,0.004324296,0.161885665,0.917441931,0.012505329,129,BigRoom
0.057161083,0.23540653,3.158203944,0.172597145,0.496982543,-21.79609645,2.345979732,0.014154138,0.049217469,0.125152531,0.051064484,0.031526565,0.341265266,0.011340936,0.062946643,1.171973068,0.014423923,126,BigRoom
0.220430139,0.082491738,3.045983636,0.328923927,1.697782881,-23.36756963,0.91991644,0.005797225,0.033721482,0.249942499,0.071423708,0.023647882,0.736059493,0.006778469,0.211599118,1.590032746,0.005765597,133,Breaks
0.11378578,0.118075068,3.142937553,0.271447263,1.0234483,-22.76268338,1.630407707,0.009672888,0.048706484,0.144046832,0.075189031,0.026504518,0.68061023,0.011129063,0.212102581,1.228737358,0.008518589,131,Breaks
0.170189269,0.105142721,3.166759084,0.28000934,1.374832234,-22.0739899,1.241825212,0.011587756,0.029913409,0.14839702,0.047105185,0.018955235,0.528856023,0.003565584,0.149162861,0.990276108,0.010636329,131,Breaks
0.099475754,0.123816611,3.131574012,0.219703297,0.849957824,-22.67616769,1.768228128,0.007117148,0.043234227,0.159041695,0.053089896,0.023308782,0.528814144,0.009137056,0.128415582,0.930398892,0.007542511,126,Breaks
0.102473453,0.192275352,3.145861153,0.233305205,0.847874317,-21.21954692,1.808656824,0.006207986,0.051892264,0.123692399,0.042121729,0.024238421,0.363900578,0.004148901,0.108133645,0.767377601,0.005540174,134,Breaks
0.118884365,0.099052995,3.038587869,0.26821646,1.087630812,-22.777621,1.3437132,0.007442015,0.040275787,0.308435692,0.073207413,0.027165455,0.635664911,0.015829379,0.200734521,1.534471177,0.00686295,134,Breaks
0.124290385,0.064029799,3.108899182,0.274989584,1.034041892,-23.34783489,1.467402902,0.009234984,0.040482706,0.219650891,0.051767769,0.020878938,0.508393351,0.012367475,0.174131181,1.190387775,0.010177688,129,Breaks
0.125767046,0.08054277,3.144609693,0.268554503,1.040730741,-23.21847829,1.428193836,0.013075857,0.042624642,0.131860444,0.054985623,0.024237249,0.429054665,0.006393144,0.152829492,1.162952077,0.013661397,131,Breaks
0.155964634,0.053859298,3.019130379,0.284157959,1.236396549,-25.02796394,1.285080873,0.009357524,0.041925712,0.303457015,0.077662234,0.030514861,0.759695038,0.007859539,0.218560154,1.694502594,0.010961477,129,Breaks
0.151826006,0.076724554,3.177901224,0.283532277,1.286896044,-22.96054889,1.132991012,0.008240682,0.04218659,0.123761956,0.067854785,0.029862764,0.554554042,0.005307823,0.19067759,1.080677007,0.008379502,135,Breaks
0.103543259,0.161375163,3.112134442,0.232575124,0.841286598,-21.9049842,1.6593628,0.014094687,0.03968382,0.17068536,0.051483579,0.025066672,0.460682311,0.011348286,0.134874882,1.120502971,0.014310464,131,Breaks
0.117699557,0.104612289,3.123433638,0.257744726,1.076031059,-23.71183112,1.414201305,0.012181035,0.058991264,0.135288793,0.060493912,0.025407686,0.585330634,0.010440753,0.166142764,1.263105255,0.011130602,128,Breaks
0.139947066,0.093105175,3.120404938,0.264561383,1.30953028,-23.25520949,1.054109003,0.007069165,0.04111392,0.211983263,0.052367201,0.01932269,0.53547386,0.005396983,0.151502932,0.956748414,0.007911118,103,Breaks
0.121033309,0.111999859,3.129799449,0.265198128,1.119594867,-22.32609297,1.245342939,0.006684219,0.046617057,0.157251154,0.049292729,0.018230887,0.566896402,0.009807119,0.15660274,1.16542975,0.007402592,86,Breaks
0.158069738,0.087326278,3.136795779,0.295704029,1.330968566,-22.73937438,1.338198241,0.012728228,0.03593014,0.20821338,0.06274885,0.023480944,0.794791517,0.007323073,0.240856991,1.166254958,0.010394322,129,Breaks
0.105924993,0.084617752,3.181922835,0.252252214,0.916808751,-23.39959789,1.601663583,0.011907273,0.046661631,0.136819144,0.068983536,0.028854842,0.496649332,0.006900683,0.157807037,1.159435507,0.012358645,131,Breaks
0.100975678,0.127132112,3.027809996,0.266414062,0.746309685,-23.48014908,1.900639905,0.007287805,0.060711788,0.215390312,0.064928139,0.027752108,0.465500272,0.013020327,0.164163965,1.279662109,0.009485799,135,Breaks
0.070924953,0.124034423,3.082109531,0.216872114,0.621540687,-23.11095091,1.815966253,0.008222959,0.062164516,0.14298209,0.072286721,0.030743506,0.562148215,0.008795405,0.169094542,1.055875855,0.013971044,134,Breaks
0.086848215,0.125436121,3.038058635,0.223678058,0.736028127,-22.96419054,1.481459194,0.007730595,0.059722292,0.201174602,0.06742563,0.031637104,0.541997322,0.010284645,0.157335033,1.071215432,0.006942646,128,Breaks
0.136507566,0.08137437,3.069396432,0.258406931,1.213514803,-24.03767204,0.537833611,0.00693622,0.040018755,0.239238607,0.071651248,0.032813431,0.59788785,0.008798967,0.166121022,1.56380064,0.007161376,128,Breaks
