ZCRm,Energym,EnergyEntropym,SpectralCentroidm,SpectralEntropym,MFCCs1m,MFCCs2m,ChromaVector1m,ChromaDeviationm,EnergyEntropystd,SpectralCentroidstd,SpectralSpreadstd,SpectralEntropystd,SpectralFluxstd,SpectralRolloffstd,MFCCs1std,ChromaVector1std,BPM,class
0.126183594,0.150341016,3.167521072,0.269683424,1.100227012,-22.24251651,1.317701834,0.008999554,0.041423921,0.139971143,0.037262963,0.01396018,0.448265723,0.005393178,0.123721245,0.928174848,0.012424408,100,Dubstep
0.155022447,0.066917256,3.221388962,0.281870999,1.4545966,-22.71698571,0.747703354,0.010629616,0.046045448,0.082473565,0.041914155,0.020653897,0.429056466,0.003125115,0.129708533,0.660717593,0.012369622,76,Dubstep
0.166313839,0.081504803,3.181199787,0.288755223,1.50588216,-22.10568699,1.247672894,0.010705302,0.03607841,0.120180581,0.033277431,0.016337118,0.434977375,0.004230031,0.131057335,0.71507596,0.009211736,100,Dubstep
0.112064826,0.166278918,3.145712109,0.240035257,0.986005674,-21.71442329,1.378569129,0.009951769,0.044591727,0.139189233,0.039653353,0.017176252,0.458341919,0.008059915,0.125313013,0.8748199,0.008174928,146,Dubstep
0.126128411,0.177571963,3.152387719,0.27568763,1.129082147,-21.50195841,1.034277187,0.006573317,0.049765182,0.147268841,0.043108555,0.015915842,0.514318393,0.006636677,0.143089304,1.070798051,0.008534707,100,Dubstep
0.08068663,0.138449379,3.09335085,0.218833097,0.727634175,-23.07675637,1.675998845,0.004849919,0.05968749,0.189338421,0.065286703,0.032604795,0.449548006,0.013981016,0.126625783,1.433135875,0.006222867,125,ElectroHouse
0.176726824,0.105330984,3.167394179,0.293521358,1.615184337,-21.79996597,0.984308308,0.009369606,0.03191648,0.127594383,0.046485081,0.014416735,0.595276364,0.006591589,0.161484477,1.185347412,0.009829148,127,ElectroHouse
0.124971563,0.106955529,3.178132704,0.27173442,1.166431698,-21.7061096,1.07016843,0.005086143,0.052641136,0.083881964,0.030938443,0.014697398,0.328274243,0.003335158,0.091802639,0.588302115,0.006030732,129,ElectroHouse
0.137723537,0.130867658,3.207175998,0.287221106,1.22588878,-21.33877015,1.440064761,0.007244731,0.0384745,0.073135198,0.037237082,0.01449974,0.346662452,0.005684719,0.110313056,0.798140062,0.00682304,128,ElectroHouse
0.126817011,0.130539677,3.064848819,0.261820174,1.122963115,-22.79489273,1.372854771,0.005888659,0.051212465,0.282203396,0.054311714,0.022772655,0.456527066,0.008210523,0.116632209,1.379961546,0.006804106,129,ElectroHouse
0.118825501,0.165924055,3.165237875,0.259387792,1.067061531,-21.51769478,1.266924849,0.010203246,0.043253884,0.143394783,0.061893535,0.025900899,0.560252673,0.008988663,0.166968285,1.155484678,0.010487541,129,ElectroHouse
0.148201953,0.0995668,3.126464896,0.276022147,1.389783577,-22.58890667,0.922248516,0.009246918,0.035963862,0.214267928,0.040278588,0.022706785,0.368800049,0.002627332,0.117529379,1.059360423,0.008423365,130,ElectroHouse
0.161940252,0.169089707,3.17275989,0.303809258,1.238319058,-22.9384122,1.221974974,0.007969093,0.046073477,0.131942055,0.067638199,0.020158196,0.629377187,0.006864382,0.205550619,1.276814662,0.009583996,129,ElectroHouse
0.116676258,0.181010071,3.113125349,0.286704671,1.136816156,-21.33127034,1.239206608,0.008492546,0.057556764,0.139147268,0.053471082,0.014609238,0.497116162,0.008276435,0.155467472,0.800520632,0.007025616,129,ElectroHouse
0.116850105,0.181018284,3.113349935,0.286728185,1.137414485,-21.33029113,1.240029583,0.008478962,0.057546229,0.139362019,0.053579366,0.014612484,0.497681388,0.008243453,0.155718859,0.798039897,0.007018279,129,ElectroHouse
0.150314779,0.168550722,3.160415737,0.297773582,1.32115959,-21.91952909,0.95231988,0.005515977,0.050775526,0.136037421,0.076274215,0.022898337,0.66059945,0.006494026,0.211536561,1.138579198,0.006107562,129,ElectroHouse
0.110785135,0.213089571,3.180064573,0.256176402,1.033099997,-21.7721807,1.391036975,0.007336108,0.057098805,0.124047969,0.062414043,0.026080516,0.506436327,0.007208661,0.156038518,0.990258068,0.007560935,128,ElectroHouse
0.08847331,0.153428579,3.152372511,0.212996596,0.805555509,-21.88929237,1.631199557,0.011037309,0.051490075,0.143629297,0.03829544,0.02227681,0.361849232,0.008109956,0.097624181,0.941300728,0.009959272,129,ElectroHouse
0.167746263,0.10027544,3.195494928,0.290151448,1.583758379,-22.01281678,0.393830004,0.00470318,0.030296864,0.121182526,0.051740341,0.019510421,0.540775653,0.006534242,0.152876227,1.099927662,0.004935447,127,ElectroHouse
0.105675984,0.114436381,3.125638201,0.23797989,0.982002279,-22.10500165,1.451534194,0.010641181,0.046113324,0.147375194,0.060177859,0.028475621,0.454026712,0.007474845,0.13520421,1.156436544,0.010809864,125,ElectroHouse
0.100720281,0.155214878,3.137964796,0.288895613,0.873165379,-23.31099263,1.048167254,0.005836243,0.075044501,0.08460882,0.045335958,0.016643193,0.414182408,0.008138464,0.13169221,1.090271565,0.007661012,129,ElectroHouse
0.13881768,0.15782855,3.175511316,0.26438845,1.266372854,-20.97016702,1.245830453,0.010547751,0.032954237,0.125475467,0.036092821,0.015282443,0.442843422,0.002806467,0.124383963,0.863892252,0.010198391,129,ElectroHouse
0.114680246,0.107343033,3.114996333,0.245467763,1.038848716,-22.57752657,1.385586663,0.01369924,0.049502954,0.182020193,0.059559082,0.023148336,0.447569449,0.009626033,0.132332886,1.178920368,0.015981116,127,ElectroHouse
0.100024616,0.116379854,3.083254775,0.225822679,0.864779077,-22.19563329,1.762941796,0.01140992,0.041718669,0.159427841,0.045099821,0.020807875,0.40080283,0.009801152,0.100335649,1.201291091,0.012095667,129,ElectroHouse
0.128400058,0.234972354,3.158531994,0.249631398,1.309183573,-21.12101836,1.029748689,0.005887523,0.047784178,0.201067672,0.057570456,0.022906006,0.527015856,0.006060722,0.126678367,1.298916227,0.004936227,127,ElectroHouse
0.10718349,0.083406037,3.098480007,0.228043599,0.959774697,-24.40402385,0.965989358,0.005083385,0.053843377,0.188510212,0.05467283,0.031048826,0.407299312,0.006931042,0.11116001,1.838194027,0.00553032,126,ElectroHouse
0.181578908,0.092894332,3.137402667,0.278658747,1.6600818,-22.52405278,0.588678003,0.009955092,0.025140702,0.171945981,0.055362808,0.021789994,0.534556677,0.00880331,0.144780171,1.245666352,0.008669337,126,ElectroHouse
0.11971334,0.11715595,3.109692195,0.24762613,1.226777107,-21.95626909,0.991258473,0.004977654,0.036223373,0.18702616,0.041914568,0.019689209,0.474860061,0.008231169,0.108351865,1.491018222,0.004970606,128,ElectroHouse
0.15391724,0.135403157,3.183852625,0.281064901,1.370144312,-21.70844098,1.00544371,0.009813425,0.03394345,0.121508422,0.047554852,0.017032269,0.471421037,0.006446746,0.154616281,0.732592431,0.010715758,129,ElectroHouse
0.119232297,0.12354435,3.095706101,0.230818015,1.050362672,-22.47587649,1.666750491,0.010683528,0.033631921,0.21501393,0.087838612,0.036594177,0.657788629,0.011170508,0.192852821,1.769622219,0.010977536,129,ElectroHouse
0.151862562,0.112900922,3.196697388,0.289443321,1.325020031,-21.65171444,1.194488745,0.021644319,0.036825301,0.086456639,0.036871345,0.011350672,0.409225602,0.003089846,0.132775176,0.711240954,0.020126691,127,ElectroHouse
0.050807762,0.064958537,3.232328828,0.118082756,0.315637969,-23.45195921,2.995615289,0.041953109,0.038440342,0.056747651,0.022486965,0.031104398,0.124594433,0.004046466,0.01667588,0.530130206,0.023076557,98,ElectroHouse
0.13150876,0.065047055,3.143062097,0.241908088,1.294503322,-24.04661349,0.352827545,0.01357521,0.039115965,0.176496139,0.036731002,0.021846999,0.407840255,0.006229341,0.097855705,1.120428857,0.016326257,129,ElectroHouse
0.112036071,0.11337536,3.171681485,0.279900547,0.992146925,-25.41624195,1.213109095,0.011365593,0.052049068,0.11146011,0.048379267,0.018375258,0.434065972,0.008481279,0.140765906,1.155399239,0.010986685,129,ElectroHouse
0.132580277,0.184009731,3.179907728,0.256655771,1.262746957,-20.67754507,1.210234161,0.007981766,0.032285085,0.137271738,0.054102284,0.024757937,0.442974926,0.003830284,0.132040896,0.874683026,0.008099592,129,ElectroHouse
0.147505174,0.137767841,3.175979349,0.282610327,1.230139132,-22.17293522,1.337107049,0.010610376,0.042801341,0.158793579,0.044287157,0.018943262,0.539749351,0.004448623,0.150208264,1.101830084,0.010654406,131,ElectroHouse
0.156420006,0.08644842,3.108595851,0.267178635,1.47427682,-22.53535471,0.404499478,0.007824542,0.037235891,0.16858927,0.048187599,0.019602506,0.527561974,0.004020076,0.139180759,1.098025526,0.007883413,127,ElectroHouse
0.121292805,0.07110537,3.120024773,0.234730748,1.01289463,-23.13034591,1.713187851,0.010936782,0.036702684,0.169546456,0.060143304,0.024998265,0.570333949,0.007715342,0.153837309,1.151923138,0.010280972,127,ElectroHouse
0.134837795,0.156997466,3.201321572,0.273387717,1.185175471,-21.61673943,1.312752465,0.00807934,0.044111154,0.083926006,0.056790228,0.021321363,0.559203389,0.005765764,0.169209254,0.811076034,0.008040082,129,ElectroHouse
0.159452252,0.133972173,3.191679907,0.288348849,1.462933068,-21.29664084,0.993164452,0.011295969,0.034943362,0.096592282,0.033230564,0.015907358,0.410561328,0.003933219,0.128441125,0.80026272,0.008438622,129,ElectroHouse
0.173388218,0.152162208,3.206381602,0.329816753,1.595980125,-22.16542447,0.432079499,0.005447652,0.046341022,0.103689021,0.056456474,0.017236243,0.582563321,0.005159663,0.188299367,1.040614751,0.009939297,129,ElectroHouse
0.123309135,0.133062489,3.180049993,0.253028875,1.160947396,-21.86388877,1.242668715,0.009773186,0.040084508,0.124392102,0.042361469,0.020047731,0.475000423,0.00477002,0.124140622,0.995824017,0.010314509,129,ElectroHouse
0.140552862,0.100899225,3.224623944,0.250360803,1.37692966,-22.05069455,1.115423293,0.012272,0.034100672,0.078648856,0.037039631,0.02015982,0.375243681,0.003773087,0.098975276,0.652826826,0.010642266,126,ElectroHouse
0.135721038,0.1662275,3.205684467,0.287443312,1.215206985,-22.39058831,1.1083166,0.007351212,0.047356733,0.097205056,0.052328754,0.018989416,0.422400689,0.00498057,0.134308514,1.108319643,0.008035715,129,ElectroHouse
0.102816987,0.145409409,3.153863984,0.248837695,0.972447762,-22.34347989,0.740645829,0.008069798,0.058165835,0.114409259,0.036584908,0.017383903,0.384091474,0.008549253,0.094784123,0.962459569,0.008923803,131,ElectroHouse
0.134531713,0.13482932,3.151724769,0.266411065,1.20590156,-21.73236705,1.362841332,0.007212543,0.045184157,0.131749413,0.057254187,0.023996484,0.525099938,0.00586486,0.161763307,0.862367769,0.007868272,131,ElectroHouse
0.133883569,0.107672488,3.214713728,0.268028834,1.290669664,-21.89297008,0.821373866,0.005887594,0.043669578,0.09404429,0.042418952,0.02139206,0.416149567,0.006861444,0.117011744,0.834184764,0.005733043,129,ElectroHouse
0.131607743,0.130032609,3.21529125,0.260319557,1.316348665,-21.47610201,0.758204584,0.011914053,0.037148875,0.079311252,0.032670235,0.01437649,0.409300899,0.00477388,0.098736366,0.766879256,0.011561481,129,ElectroHouse
0.119622317,0.186049565,3.199302533,0.255204276,1.171242246,-21.06887209,1.02121859,0.008196774,0.04692543,0.083985363,0.043371768,0.019248447,0.458113418,0.006154082,0.118332413,0.957748112,0.00903125,129,ElectroHouse
0.109218267,0.082866151,3.147134961,0.226093636,1.027904892,-22.09439011,1.412771866,0.012820209,0.035894643,0.166111551,0.039464196,0.021384598,0.401930755,0.003755042,0.095583961,0.984352171,0.009796096,129,ElectroHouse
0.120146066,0.093714965,3.202910145,0.241470317,1.071325088,-23.10594866,1.21836744,0.007615738,0.04067965,0.10362357,0.031049426,0.016496722,0.34759836,0.005013307,0.08252237,0.843931005,0.007691127,131,ElectroHouse
0.134627949,0.135177539,3.184273542,0.26174777,1.26694915,-21.56802624,1.059041197,0.009123693,0.043626259,0.128544072,0.058325009,0.022731419,0.512255033,0.005584068,0.146325142,0.98990582,0.009395381,129,ElectroHouse
0.104217133,0.175811791,3.173977847,0.244700137,0.903675908,-21.58194969,1.471724642,0.007304806,0.047906998,0.115787272,0.061571848,0.024358557,0.487124567,0.009029198,0.148608166,0.993074173,0.007144985,129,ElectroHouse
0.104804323,0.10960089,2.955066385,0.21424035,0.700751089,-24.72870291,2.311421089,0.038578627,0.042430651,0.304050763,0.084382398,0.03485981,0.540225496,0.019312224,0.158498257,1.669618674,0.028353591,129,ElectroHouse
0.115850328,0.133239917,3.127570835,0.24931892,1.037001369,-22.18092405,1.35850237,0.005089721,0.046833399,0.166526027,0.060923698,0.024047404,0.522554792,0.005810145,0.151844191,1.405367311,0.005589727,126,ElectroHouse
0.162960924,0.145257963,3.035792954,0.285918534,1.515874858,-22.04977089,0.884200712,0.008597637,0.040143213,0.263085985,0.049508128,0.020200667,0.499931504,0.008756318,0.130574779,1.458689451,0.007259334,129,ElectroHouse
0.199804423,0.094016498,3.183669917,0.307341315,1.743262564,-22.5757626,0.732246543,0.009813333,0.031321718,0.155685596,0.044889756,0.017249678,0.504836671,0.006406376,0.140732247,1.08476624,0.010816491,129,ElectroHouse
0.137274334,0.217389624,3.165804808,0.283803821,1.225056336,-21.50390668,1.087859119,0.010261958,0.05181448,0.135861711,0.060336596,0.025032309,0.584914899,0.008128661,0.167086313,1.164535254,0.00908108,131,ElectroHouse
0.12203032,0.0792334,3.222288351,0.220197333,1.200256042,-22.12174031,1.020549372,0.0085686,0.03122486,0.062049872,0.030752968,0.018361491,0.323906827,0.003838326,0.073690394,0.584120952,0.00645058,130,ElectroHouse
0.124121892,0.127041973,3.111769803,0.257883741,1.090524173,-22.00134412,1.161494817,0.011339133,0.038067419,0.193749976,0.041300712,0.02003707,0.491209964,0.004260831,0.139218125,1.00713774,0.011409845,129,ElectroHouse
0.105304072,0.095832092,3.142241748,0.237492632,0.753772495,-23.86816293,2.018949122,0.008441851,0.04339927,0.11193724,0.05952726,0.032308774,0.35241786,0.006966579,0.117473131,0.944865657,0.006467167,126,ElectroHouse
0.111306954,0.131501049,3.174693616,0.246296645,0.983135571,-22.078112,1.468818972,0.012001454,0.047305612,0.113582068,0.047140233,0.020247577,0.467961603,0.010176769,0.124388153,1.078629214,0.01064286,129,ElectroHouse
0.147840091,0.100149362,3.21746316,0.270163318,1.29410614,-22.00365218,1.118476684,0.010684073,0.032107321,0.0861203,0.054885651,0.022115658,0.50151703,0.004106001,0.156271736,0.707714968,0.012381836,129,ElectroHouse
0.224594517,0.099390128,3.054396788,0.348066306,1.596162213,-23.05325139,0.890173307,0.008143136,0.036446659,0.240516602,0.086797429,0.026757177,0.690940125,0.006972284,0.24976747,1.408138097,0.008398589,127,ElectroHouse
0.191029965,0.080484243,3.221156878,0.319963113,1.668692325,-22.10379309,1.089680029,0.010829765,0.030307825,0.083790072,0.047266186,0.014191335,0.495791763,0.002841271,0.162397115,0.546757729,0.012400606,129,ElectroHouse
0.145854965,0.127387247,3.148886207,0.276614482,1.296730398,-22.22310267,1.213822916,0.009102852,0.034625593,0.189187935,0.063848819,0.019827713,0.647603971,0.008334257,0.177516083,1.150660952,0.009662586,129,ElectroHouse
0.124033018,0.113511821,3.17868536,0.282225471,1.099769715,-22.6118682,1.593034075,0.005957233,0.049548205,0.103175373,0.068393186,0.025243721,0.46743289,0.010163334,0.176720739,1.109629642,0.006700023,127,ElectroHouse
0.102765188,0.135165401,3.192124034,0.234130816,0.931569071,-21.76243807,1.478316766,0.011151535,0.042554721,0.101824989,0.044126672,0.02187468,0.393915639,0.008290431,0.098701981,0.924228927,0.012444946,129,ElectroHouse
0.129065634,0.108097142,3.18480207,0.263770478,1.176488466,-21.7862607,1.299664872,0.007610693,0.03710749,0.085505435,0.040602067,0.018680629,0.411621036,0.003052323,0.121916054,0.722729669,0.00681845,129,ElectroHouse
0.09527078,0.082570998,3.148953776,0.21783723,0.861622014,-22.98268323,1.576526822,0.01061421,0.044145724,0.132031647,0.028200946,0.018502782,0.286634685,0.003863938,0.071043559,0.809565933,0.009102261,128,ElectroHouse
0.145394797,0.087323696,3.143161466,0.274872303,1.196655157,-23.10223817,1.612234723,0.016803557,0.041019714,0.140396502,0.052350708,0.017819662,0.572977468,0.00732013,0.167282953,0.999662095,0.013801755,129,ElectroHouse
0.126237642,0.104485297,3.17802637,0.244610763,1.174234446,-21.54804025,1.151782257,0.013804738,0.032742683,0.137571894,0.044839942,0.023608104,0.365484338,0.003249735,0.105416698,0.962944102,0.012910625,129,ElectroHouse
0.129020979,0.103541581,3.155165861,0.254788509,1.152734653,-22.17775121,1.315965309,0.010856477,0.040021374,0.140319665,0.043305996,0.021463615,0.455208812,0.005459409,0.123688159,0.938290048,0.009647288,129,ElectroHouse
0.139192576,0.143998391,3.139709224,0.272053364,1.295679695,-21.39804387,1.182909297,0.016198703,0.036113861,0.163318851,0.031144447,0.015469423,0.41512876,0.004333082,0.108486691,1.013890503,0.01550191,129,ElectroHouse
0.12186706,0.115638857,3.163414179,0.249090805,1.151620993,-22.03217622,1.151136414,0.012136943,0.040494804,0.116305474,0.035931647,0.017582305,0.366375246,0.003457905,0.098259888,0.85260765,0.013937068,129,ElectroHouse
0.15034831,0.139081261,3.183925113,0.308469726,1.31445238,-22.35818944,1.166761273,0.007056117,0.048927495,0.098537849,0.038419151,0.013580041,0.430278608,0.006412265,0.126870594,0.709052045,0.007149613,129,ElectroHouse
0.134464968,0.134409669,3.142354259,0.274007848,1.286710683,-21.87567572,1.00042486,0.005973545,0.042584249,0.165417073,0.041800633,0.017616714,0.513052754,0.006628498,0.147775952,1.186289893,0.006230253,129,ElectroHouse
0.11795392,0.157528553,3.100196373,0.239127481,1.021012295,-22.67224,1.371598091,0.010511509,0.043973637,0.264950821,0.076063705,0.03260387,0.67072652,0.01252237,0.172277134,1.543861036,0.012398312,127,ElectroHouse
0.123370885,0.133585198,3.149173162,0.270155863,1.056113931,-22.42664165,1.235051311,0.009432866,0.046759755,0.128719637,0.048106623,0.021744009,0.376529,0.00529595,0.099471586,1.107207368,0.009752635,126,ElectroHouse
0.162644673,0.117955587,3.175188636,0.2842675,1.478083837,-21.52757512,1.057748589,0.007249557,0.03097481,0.125939523,0.039799043,0.014029737,0.465895702,0.004071579,0.138228327,0.966880624,0.007306534,129,ElectroHouse
0.123316916,0.118129406,3.074964653,0.255627103,0.975218744,-22.94955724,1.574458115,0.005297556,0.045445124,0.244859772,0.055789208,0.024819141,0.517927758,0.009682151,0.151908436,1.280926882,0.005378447,129,ElectroHouse
0.125693018,0.100105346,3.077355532,0.256455062,1.014248605,-22.31542889,1.780040875,0.012074833,0.037425167,0.188188144,0.047287432,0.020512521,0.408624048,0.006463986,0.137438907,0.974968388,0.011214705,129,ElectroHouse
0.15360266,0.099588839,3.218604883,0.273057589,1.504059735,-21.58410298,0.822957066,0.010584655,0.034017428,0.081786709,0.039087752,0.018547925,0.356120186,0.002644166,0.106418758,0.780167733,0.01069651,101,ElectroHouse
0.11750804,0.254045385,3.204942111,0.249837636,1.140644437,-20.63606962,1.245375983,0.011436674,0.04466645,0.098905843,0.051435866,0.02370782,0.543859596,0.006877598,0.129979794,1.044802555,0.011688619,126,ElectroHouse
0.109359717,0.126559823,3.169979231,0.264270011,0.952501681,-22.81235627,1.411429982,0.008659487,0.060613786,0.10915459,0.049299476,0.019011089,0.450786042,0.007574847,0.141699333,1.098529789,0.009032569,129,ElectroHouse
0.12405252,0.123797967,3.103340897,0.275405417,1.129321484,-22.3899182,1.047439944,0.009885408,0.058413282,0.190613162,0.056746783,0.023193369,0.557942906,0.007476802,0.153369974,1.24190067,0.011287144,129,ElectroHouse
0.122823734,0.141913897,3.124612837,0.258399368,1.126804344,-22.34601093,1.304915129,0.007519726,0.045226533,0.171041719,0.05997865,0.022945913,0.585494877,0.013589783,0.165120771,1.244438978,0.009380997,129,ElectroHouse
0.119773299,0.239590306,3.167972095,0.269171155,1.116320761,-21.10992771,1.142955094,0.003815722,0.046129508,0.161142288,0.055871167,0.022641784,0.539232956,0.009539691,0.156156314,1.192369748,0.003525228,126,ElectroHouse
0.084900022,0.162825397,3.152409141,0.202602644,0.742054227,-21.43902234,1.975624212,0.015563195,0.036981859,0.164641916,0.051988008,0.030800464,0.403167791,0.006702846,0.096147047,1.238919976,0.016278655,129,ElectroHouse
0.118944483,0.145873522,3.157408127,0.27048149,1.009702244,-23.1522716,1.206441271,0.004679159,0.057798551,0.148765705,0.063592139,0.022991999,0.588077814,0.010992388,0.160681786,1.491805415,0.005550212,126,ElectroHouse
0.109078529,0.134143854,3.162187914,0.236970563,0.902992821,-21.88707926,1.797848719,0.015073074,0.041714539,0.119135614,0.039251257,0.020586325,0.393237591,0.004482395,0.114814416,0.832952551,0.015546318,126,ElectroHouse
0.093603795,0.129496343,3.161337889,0.235864189,0.731309752,-22.19257014,1.922187994,0.011148114,0.048619729,0.128055045,0.052690903,0.025014944,0.406283817,0.007508992,0.125966368,1.070152114,0.011666036,129,ElectroHouse
0.114827765,0.129680652,3.157715221,0.245032172,1.058940494,-22.12676999,1.42173005,0.007306896,0.04842131,0.11463583,0.050456507,0.024002382,0.427813808,0.012952998,0.119808729,1.014870018,0.007600715,129,ElectroHouse
0.080629975,0.185863278,3.162791973,0.217151402,0.714148399,-21.59617082,1.45849546,0.009266282,0.05541703,0.089793761,0.0391519,0.021155544,0.330095968,0.00677318,0.077242276,0.85218337,0.009414576,128,ElectroHouse
0.10427749,0.147541079,3.177050017,0.231928569,1.024448899,-21.71206998,1.293775798,0.008520067,0.047104969,0.123310906,0.041697518,0.021988542,0.394543143,0.008715819,0.088831215,0.895058304,0.00899746,128,ElectroHouse
0.127045006,0.101132635,3.183360973,0.257150364,1.187536593,-22.24195779,1.230919214,0.009081441,0.043121535,0.096373493,0.047896346,0.020338732,0.406821133,0.006662018,0.114085934,0.783555727,0.009653864,129,ElectroHouse
0.184349588,0.121678738,3.141250085,0.291973432,1.454257733,-22.54009925,0.814983456,0.010612619,0.033053206,0.179975946,0.072704907,0.027241445,0.680053225,0.009939323,0.19279753,1.473413839,0.01094847,126,ElectroHouse
0.112285219,0.076022379,3.147994457,0.262065036,1.132332987,-22.62914994,0.944199641,0.005356808,0.051027948,0.137893595,0.035913219,0.014773803,0.393427255,0.006131123,0.10264097,0.865600947,0.00524435,129,ElectroHouse
0.150400587,0.142315657,3.204055151,0.277133077,1.347490639,-21.07367746,1.288329937,0.012444817,0.0362556,0.080645707,0.031410523,0.011873296,0.425920443,0.002790863,0.135321439,0.65360982,0.010807769,129,ElectroHouse
0.081995773,0.182318048,3.050901982,0.221639428,0.604447698,-22.67744851,2.082754126,0.014749387,0.055936458,0.234061286,0.074648896,0.034932082,0.435616006,0.020314605,0.139346989,1.527727885,0.017872807,126,ElectroHouse
0.106369977,0.149319718,3.146504661,0.234450556,1.031795744,-21.93708509,1.209767823,0.006174953,0.054903621,0.117415244,0.05087951,0.025904815,0.447211849,0.007107249,0.110683631,0.909382699,0.006079082,127,ElectroHouse
0.149664307,0.093418188,3.103483496,0.259653968,1.477911649,-22.02658702,0.73657698,0.009269239,0.027771192,0.249272852,0.054760744,0.024491916,0.546035311,0.004283713,0.146586693,1.357455625,0.008191891,127,ElectroHouse
0.104887326,0.187771516,3.02217815,0.230089239,0.923768342,-22.59983421,1.572217069,0.011342757,0.042721521,0.317543932,0.065445026,0.028688113,0.476453783,0.013923745,0.140339455,2.231182134,0.011899074,126,ElectroHouse
0.124082868,0.167058421,3.164291617,0.270556842,0.995348051,-21.74909696,1.590207882,0.011620203,0.051194124,0.145729676,0.053994034,0.021693931,0.459595175,0.00711357,0.144953303,1.132599994,0.01104463,126,ElectroHouse
0.102035892,0.131823003,3.147444915,0.225674915,0.933257697,-22.03680293,1.752943265,0.008459055,0.0465019,0.118837197,0.056604065,0.030287398,0.485025835,0.006694803,0.125577561,1.024467694,0.009567137,126,ElectroHouse
0.077135352,0.124303529,3.13741311,0.225288593,0.661361664,-22.42278939,1.67699634,0.00933335,0.061925516,0.095344987,0.050604827,0.021241825,0.341288187,0.005216045,0.129909835,0.641778709,0.007670482,125,ElectronicaDowntempo
0.074398263,0.040518838,3.109290114,0.192959243,0.574670515,-24.34035126,2.03994648,0.007498919,0.048418023,0.187378457,0.062957216,0.033420972,0.372539905,0.00702289,0.115505343,0.855984727,0.0063797,100,ElectronicaDowntempo
0.124467217,0.055822323,3.083995156,0.26396031,1.115133204,-23.63317236,1.398014294,0.007231034,0.045685579,0.214460845,0.053561362,0.027456048,0.460451354,0.005456421,0.151464002,1.319840525,0.00742631,121,ElectronicaDowntempo
0.020756639,0.100224278,3.00152253,0.107188963,0.097669476,-24.80157736,2.934879735,0.00184799,0.051644925,0.15739525,0.040092827,0.04183964,0.107692567,0.016704307,0.021139137,0.843284036,0.00225765,127,ElectronicaDowntempo
0.065570792,0.072759447,3.144930919,0.174975396,0.536409494,-23.2996,1.724781432,0.008267621,0.047918962,0.142960491,0.0440676,0.028087035,0.314383999,0.009073173,0.068064534,0.890647374,0.010781281,126,ElectronicaDowntempo
0.062755437,0.075256,3.091284863,0.175435027,0.484924251,-23.36427626,2.631872786,0.011334071,0.044119294,0.209391308,0.040672217,0.028047488,0.330742528,0.009957976,0.074035113,0.956363514,0.009565707,125,ElectronicaDowntempo
0.05348133,0.061813044,3.037674688,0.193948719,0.373607867,-23.84679108,2.665574126,0.012994205,0.052612121,0.198861139,0.063986875,0.035931395,0.328637001,0.008807745,0.09040419,1.492234492,0.014202317,117,ElectronicaDowntempo
0.095087779,0.108469291,3.070769059,0.221828075,0.825600881,-23.27770489,1.597043115,0.006730869,0.059140598,0.248149258,0.073878803,0.032750283,0.677893174,0.014679062,0.172842459,1.467527623,0.008039056,67,ElectronicaDowntempo
0.090360588,0.06879991,3.084512729,0.203248119,0.792431409,-23.25799871,1.742381675,0.012468283,0.036606427,0.187828635,0.053163198,0.027992376,0.486794361,0.009955252,0.119579345,1.060749988,0.018369075,127,ElectronicaDowntempo
0.081799221,0.097441975,3.112176451,0.211912321,0.729159692,-22.62691004,1.848044169,0.009126121,0.051855486,0.189954849,0.062861585,0.036365133,0.475189044,0.005461692,0.144038379,1.009463021,0.013263787,122,ElectronicaDowntempo
0.031540739,0.010690173,3.0847629,0.104277438,0.163299539,-26.22152846,3.329940409,0.032979775,0.031390966,0.137600794,0.024110954,0.031107157,0.099253766,0.005479014,0.014213995,0.864593984,0.026317269,121,ElectronicaDowntempo
0.080060217,0.109835635,3.117404702,0.215320675,0.607418936,-22.82925751,2.182427485,0.007086976,0.046423442,0.110438286,0.069595352,0.040286014,0.374342706,0.007491033,0.130265398,1.002120927,0.006971434,125,ElectronicaDowntempo
0.090208851,0.063714992,3.066272859,0.229202947,0.749102384,-23.8010976,1.948847393,0.010456416,0.052623982,0.160346529,0.04646478,0.020183241,0.378221761,0.009524066,0.089280277,0.914279894,0.009361647,116,ElectronicaDowntempo
0.092905085,0.091807024,3.110515082,0.238105445,0.685922009,-23.00062225,2.106244031,0.005445015,0.052563476,0.132660589,0.061057317,0.026224213,0.429471606,0.011632529,0.144776402,1.001596719,0.005387887,123,ElectronicaDowntempo
0.049743111,0.06087376,3.007132333,0.162747583,0.418885724,-24.00147617,2.54288112,0.010440058,0.052343144,0.234999672,0.070418873,0.053052773,0.380689175,0.011181616,0.07294298,1.64249715,0.008842561,125,ElectronicaDowntempo
0.033048385,0.151678,3.041637357,0.13723102,0.223856205,-23.48730366,2.622553481,0.00704155,0.058322155,0.157807589,0.039043731,0.031014363,0.138660089,0.021667839,0.016894016,1.121370922,0.009146642,106,ElectronicaDowntempo
0.056774923,0.075778431,3.094270231,0.165783854,0.484431978,-24.18674773,1.990097547,0.004642281,0.05998117,0.147878231,0.057728701,0.039331876,0.353290753,0.014866725,0.084541718,1.364000899,0.007646351,98,ElectronicaDowntempo
